,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Actuals,Proba_deepsynergy_preuer
3223,Navitoclax,Olaparib,DB12340,DB09074,ACH-000258,Breast,1.0,0.8184823989868164
3224,Navitoclax,Olaparib,DB12340,DB09074,ACH-000535,Pancreas,0.0,0.6057444214820862
3225,Navitoclax,Olaparib,DB12340,DB09074,ACH-000042,Pancreas,0.0,0.7109958529472351
3226,Navitoclax,Olaparib,DB12340,DB09074,ACH-000019,Breast,0.0,0.7004016637802124
3227,Navitoclax,Olaparib,DB12340,DB09074,ACH-000060,Pancreas,0.0,0.7024958729743958
3228,Navitoclax,Olaparib,DB12340,DB09074,ACH-000352,Breast,0.0,0.5204474329948425
3229,Navitoclax,Olaparib,DB12340,DB09074,ACH-000927,Breast,0.0,0.5766904950141907
3230,Navitoclax,Olaparib,DB12340,DB09074,ACH-000243,Pancreas,0.0,0.5305737257003784
3231,Navitoclax,Olaparib,DB12340,DB09074,ACH-000332,Pancreas,0.0,0.557316780090332
3232,Navitoclax,Olaparib,DB12340,DB09074,ACH-000148,Breast,0.0,0.625188410282135
3233,Navitoclax,Olaparib,DB12340,DB09074,ACH-000643,Breast,0.0,0.8292201161384583
3234,Navitoclax,Olaparib,DB12340,DB09074,ACH-000935,Colon,1.0,0.7693606615066528
3235,Navitoclax,Olaparib,DB12340,DB09074,ACH-000155,Pancreas,0.0,0.8105975389480591
3236,Navitoclax,Olaparib,DB12340,DB09074,ACH-000859,Breast,0.0,0.7397151589393616
3237,Navitoclax,Olaparib,DB12340,DB09074,ACH-000117,Breast,0.0,0.6271176338195801
3238,Navitoclax,Olaparib,DB12340,DB09074,ACH-000876,Breast,0.0,0.3944608569145202
3239,Navitoclax,Olaparib,DB12340,DB09074,ACH-000963,Colon,0.0,0.7397730946540833
3240,Navitoclax,Olaparib,DB12340,DB09074,ACH-000139,Pancreas,0.0,0.7525916695594788
3241,Navitoclax,Olaparib,DB12340,DB09074,ACH-000381,Colon,0.0,0.843164324760437
3242,Navitoclax,Olaparib,DB12340,DB09074,ACH-000856,Breast,1.0,0.6260280609130859
3243,Navitoclax,Olaparib,DB12340,DB09074,ACH-000147,Breast,0.0,0.6519283056259155
3244,Navitoclax,Olaparib,DB12340,DB09074,ACH-000223,Breast,0.0,0.7377753257751465
3245,Navitoclax,Olaparib,DB12340,DB09074,ACH-000955,Colon,0.0,0.7167434096336365
3246,Navitoclax,Olaparib,DB12340,DB09074,ACH-000281,Pancreas,0.0,0.4244066476821899
3247,Navitoclax,Olaparib,DB12340,DB09074,ACH-000554,Breast,0.0,0.588887631893158
3248,Navitoclax,Olaparib,DB12340,DB09074,ACH-000651,Colon,0.0,0.6381701827049255
3249,Navitoclax,Olaparib,DB12340,DB09074,ACH-000270,Pancreas,0.0,0.7925792932510376
3250,Navitoclax,Olaparib,DB12340,DB09074,ACH-000023,Pancreas,0.0,0.5914084315299988
3251,Navitoclax,Olaparib,DB12340,DB09074,ACH-000849,Breast,0.0,0.7125763297080994
3252,Navitoclax,Olaparib,DB12340,DB09074,ACH-000969,Colon,0.0,0.4858326315879822
3253,Navitoclax,Olaparib,DB12340,DB09074,ACH-000621,Breast,0.0,0.879392147064209
3254,Navitoclax,Olaparib,DB12340,DB09074,ACH-000910,Breast,0.0,0.736152172088623
3255,Navitoclax,Olaparib,DB12340,DB09074,ACH-000999,Colon,0.0,0.4137538969516754
3256,Navitoclax,Olaparib,DB12340,DB09074,ACH-000400,Colon,1.0,0.7303206920623779
3257,Navitoclax,Olaparib,DB12340,DB09074,ACH-000668,Breast,0.0,0.7226199507713318
3258,Navitoclax,Olaparib,DB12340,DB09074,ACH-000489,Colon,0.0,0.8846710920333862
3259,Navitoclax,Olaparib,DB12340,DB09074,ACH-000470,Colon,0.0,0.6635826230049133
3260,Navitoclax,Olaparib,DB12340,DB09074,ACH-000421,Colon,0.0,0.8138244152069092
3261,Navitoclax,Olaparib,DB12340,DB09074,ACH-000934,Breast,0.0,0.5044273734092712
3262,Navitoclax,Olaparib,DB12340,DB09074,ACH-000252,Colon,0.0,0.7560244798660278
3263,Navitoclax,Olaparib,DB12340,DB09074,ACH-000360,Colon,0.0,0.766315221786499
3264,Navitoclax,Olaparib,DB12340,DB09074,ACH-000926,Colon,0.0,0.7722961902618408
3265,Navitoclax,Olaparib,DB12340,DB09074,ACH-000970,Colon,0.0,0.5755306482315063
3266,Navitoclax,Olaparib,DB12340,DB09074,ACH-000759,Breast,0.0,0.5089033246040344
3267,Navitoclax,Olaparib,DB12340,DB09074,ACH-000403,Colon,0.0,0.6759347319602966
3268,Navitoclax,Olaparib,DB12340,DB09074,ACH-000565,Colon,0.0,0.8077318668365479
3269,Navitoclax,Olaparib,DB12340,DB09074,ACH-000943,Colon,0.0,0.8339924812316895
3270,Navitoclax,Olaparib,DB12340,DB09074,ACH-000902,Breast,1.0,0.698793888092041
3271,Navitoclax,Olaparib,DB12340,DB09074,ACH-000501,Colon,0.0,0.7287431359291077
3272,Navitoclax,Olaparib,DB12340,DB09074,ACH-000118,Pancreas,0.0,0.8003988265991211
3273,Navitoclax,Olaparib,DB12340,DB09074,ACH-000350,Colon,0.0,0.7354747653007507
3274,Navitoclax,Olaparib,DB12340,DB09074,ACH-000699,Breast,0.0,0.8801425695419312
3275,Navitoclax,Olaparib,DB12340,DB09074,ACH-000997,Colon,0.0,0.6080259680747986
3276,Navitoclax,Olaparib,DB12340,DB09074,ACH-000950,Colon,0.0,0.8710302710533142
3277,Navitoclax,Olaparib,DB12340,DB09074,ACH-000599,Pancreas,0.0,0.7041163444519043
3278,Navitoclax,Olaparib,DB12340,DB09074,ACH-000783,Breast,0.0,0.702186644077301
3279,Navitoclax,Olaparib,DB12340,DB09074,ACH-000374,Breast,0.0,0.7458139061927795
3280,Navitoclax,Olaparib,DB12340,DB09074,ACH-000265,Pancreas,0.0,0.6252890229225159
3281,Navitoclax,Olaparib,DB12340,DB09074,ACH-000624,Breast,0.0,0.8220846652984619
3282,Navitoclax,Olaparib,DB12340,DB09074,ACH-000818,Breast,0.0,0.5183835625648499
3283,Navitoclax,Olaparib,DB12340,DB09074,ACH-000971,Colon,1.0,0.5755120515823364
3284,Navitoclax,Olaparib,DB12340,DB09074,ACH-000573,Breast,0.0,0.8677712678909302
3285,Navitoclax,Olaparib,DB12340,DB09074,ACH-000711,Breast,0.0,0.4985069036483764
3286,Navitoclax,Olaparib,DB12340,DB09074,ACH-000768,Breast,1.0,0.7635405659675598
3287,Navitoclax,Olaparib,DB12340,DB09074,ACH-000277,Breast,0.0,0.3839319348335266
3288,Navitoclax,Olaparib,DB12340,DB09074,ACH-000601,Pancreas,0.0,0.7583099603652954
3289,Navitoclax,Olaparib,DB12340,DB09074,ACH-000111,Breast,0.0,0.7234448790550232
3290,Navitoclax,Olaparib,DB12340,DB09074,ACH-000349,Breast,0.0,0.4383225440979004
3291,Navitoclax,Olaparib,DB12340,DB09074,ACH-000957,Colon,0.0,0.4875581562519073
3292,Navitoclax,Olaparib,DB12340,DB09074,ACH-000722,Colon,0.0,0.7679444551467896
3293,Navitoclax,Olaparib,DB12340,DB09074,ACH-000235,Pancreas,0.0,0.6643239855766296
3294,Navitoclax,Olaparib,DB12340,DB09074,ACH-000828,Breast,0.0,0.4638405740261078
3295,Navitoclax,Olaparib,DB12340,DB09074,ACH-000009,Colon,0.0,0.8011047840118408
3296,Navitoclax,Olaparib,DB12340,DB09074,ACH-000138,Pancreas,0.0,0.7440767884254456
3297,Navitoclax,Olaparib,DB12340,DB09074,ACH-000108,Pancreas,0.0,0.8288377523422241
3298,Navitoclax,Olaparib,DB12340,DB09074,ACH-001819,Breast,1.0,0.6922862529754639
3299,Navitoclax,Olaparib,DB12340,DB09074,ACH-000288,Breast,0.0,0.6962056159973145
3300,Navitoclax,Olaparib,DB12340,DB09074,ACH-000989,Colon,1.0,0.4707851409912109
3301,Navitoclax,Olaparib,DB12340,DB09074,ACH-000985,Colon,0.0,0.581495463848114
3302,Navitoclax,Olaparib,DB12340,DB09074,ACH-000236,Colon,0.0,0.697468101978302
3303,Navitoclax,Olaparib,DB12340,DB09074,ACH-000552,Colon,0.0,0.7329028844833374
3304,Navitoclax,Olaparib,DB12340,DB09074,ACH-001820,Breast,0.0,0.4633689820766449
3305,Navitoclax,Olaparib,DB12340,DB09074,ACH-000958,Colon,1.0,0.9097254276275636
3306,Navitoclax,Olaparib,DB12340,DB09074,ACH-000652,Pancreas,1.0,0.764288067817688
3307,Navitoclax,Olaparib,DB12340,DB09074,ACH-000212,Breast,1.0,0.6640547513961792
3308,Navitoclax,Olaparib,DB12340,DB09074,ACH-000276,Breast,1.0,0.8640897870063782
3309,Navitoclax,Olaparib,DB12340,DB09074,ACH-000691,Breast,1.0,0.7728132605552673
3310,Navitoclax,Olaparib,DB12340,DB09074,ACH-000991,Colon,0.0,0.6594489216804504
3311,Navitoclax,Olaparib,DB12340,DB09074,ACH-000007,Colon,1.0,0.7629326581954956
3312,Navitoclax,Olaparib,DB12340,DB09074,ACH-000249,Colon,0.0,0.8470706343650818
3313,Navitoclax,Olaparib,DB12340,DB09074,ACH-000248,Breast,0.0,0.794734001159668
3314,Navitoclax,Olaparib,DB12340,DB09074,ACH-000114,Pancreas,0.0,0.6829252243041992
3315,Navitoclax,Olaparib,DB12340,DB09074,ACH-000222,Pancreas,0.0,0.6390459537506104
3316,Navitoclax,Olaparib,DB12340,DB09074,ACH-000986,Colon,0.0,0.8090056777000427
3317,Navitoclax,Olaparib,DB12340,DB09074,ACH-000107,Pancreas,0.0,0.6726887822151184
3318,Navitoclax,Olaparib,DB12340,DB09074,ACH-000536,Breast,0.0,0.8223929405212402
3319,Navitoclax,Olaparib,DB12340,DB09074,ACH-000930,Breast,1.0,0.6883163452148438
3320,Navitoclax,Olaparib,DB12340,DB09074,ACH-000354,Pancreas,1.0,0.6934008598327637
3321,Navitoclax,Olaparib,DB12340,DB09074,ACH-000213,Pancreas,0.0,0.6756085157394409
3322,Navitoclax,Olaparib,DB12340,DB09074,ACH-000680,Colon,0.0,0.7444864511489868
3323,Navitoclax,Olaparib,DB12340,DB09074,ACH-000320,Pancreas,0.0,0.6229435205459595
3324,Navitoclax,Olaparib,DB12340,DB09074,ACH-000568,Breast,0.0,0.3090454638004303
3325,Navitoclax,Olaparib,DB12340,DB09074,ACH-000330,Breast,0.0,0.450910747051239
3326,Navitoclax,Olaparib,DB12340,DB09074,ACH-000178,Pancreas,0.0,0.6609830260276794
3327,BMS-754807,Olaparib,DB15399,DB09074,ACH-000491,Colon,0.0,0.2482935041189193
3328,BMS-754807,Olaparib,DB15399,DB09074,ACH-000998,Colon,0.0,0.4267918765544891
3329,BMS-754807,Olaparib,DB15399,DB09074,ACH-000935,Colon,0.0,0.5572725534439087
3330,BMS-754807,Olaparib,DB15399,DB09074,ACH-000963,Colon,0.0,0.524228036403656
3331,BMS-754807,Olaparib,DB15399,DB09074,ACH-000381,Colon,0.0,0.6425010561943054
3332,BMS-754807,Olaparib,DB15399,DB09074,ACH-000955,Colon,0.0,0.4800999164581299
3333,BMS-754807,Olaparib,DB15399,DB09074,ACH-000651,Colon,0.0,0.3363296389579773
3334,BMS-754807,Olaparib,DB15399,DB09074,ACH-000969,Colon,0.0,0.36765918135643
3335,BMS-754807,Olaparib,DB15399,DB09074,ACH-000999,Colon,0.0,0.2295005321502685
3336,BMS-754807,Olaparib,DB15399,DB09074,ACH-000400,Colon,0.0,0.4793324768543243
3337,BMS-754807,Olaparib,DB15399,DB09074,ACH-000489,Colon,0.0,0.7099217176437378
3338,BMS-754807,Olaparib,DB15399,DB09074,ACH-000470,Colon,0.0,0.38824063539505
3339,BMS-754807,Olaparib,DB15399,DB09074,ACH-000421,Colon,0.0,0.62656170129776
3340,BMS-754807,Olaparib,DB15399,DB09074,ACH-000252,Colon,0.0,0.5623968243598938
3341,BMS-754807,Olaparib,DB15399,DB09074,ACH-000360,Colon,0.0,0.5376780033111572
3342,BMS-754807,Olaparib,DB15399,DB09074,ACH-000926,Colon,0.0,0.5102625489234924
3343,BMS-754807,Olaparib,DB15399,DB09074,ACH-000970,Colon,0.0,0.3047738969326019
3344,BMS-754807,Olaparib,DB15399,DB09074,ACH-000403,Colon,0.0,0.435701310634613
3345,BMS-754807,Olaparib,DB15399,DB09074,ACH-000565,Colon,0.0,0.5667269229888916
3346,BMS-754807,Olaparib,DB15399,DB09074,ACH-000943,Colon,0.0,0.5994855165481567
3347,BMS-754807,Olaparib,DB15399,DB09074,ACH-000501,Colon,0.0,0.4831225275993347
3348,BMS-754807,Olaparib,DB15399,DB09074,ACH-000350,Colon,0.0,0.5506018996238708
3349,BMS-754807,Olaparib,DB15399,DB09074,ACH-000997,Colon,0.0,0.419776976108551
3350,BMS-754807,Olaparib,DB15399,DB09074,ACH-000950,Colon,0.0,0.6425673961639404
3351,BMS-754807,Olaparib,DB15399,DB09074,ACH-000971,Colon,0.0,0.3182536661624908
3352,BMS-754807,Olaparib,DB15399,DB09074,ACH-000957,Colon,0.0,0.3365707099437713
3353,BMS-754807,Olaparib,DB15399,DB09074,ACH-000722,Colon,0.0,0.5827133655548096
3354,BMS-754807,Olaparib,DB15399,DB09074,ACH-000009,Colon,0.0,0.5401042103767395
3355,BMS-754807,Olaparib,DB15399,DB09074,ACH-000989,Colon,0.0,0.3016113638877868
3356,BMS-754807,Olaparib,DB15399,DB09074,ACH-000985,Colon,0.0,0.3611182570457458
3357,BMS-754807,Olaparib,DB15399,DB09074,ACH-000236,Colon,0.0,0.4471980035305023
3358,BMS-754807,Olaparib,DB15399,DB09074,ACH-000552,Colon,0.0,0.5093998312950134
3359,BMS-754807,Olaparib,DB15399,DB09074,ACH-000958,Colon,0.0,0.8053280115127563
3360,BMS-754807,Olaparib,DB15399,DB09074,ACH-000991,Colon,0.0,0.4341124892234802
3361,BMS-754807,Olaparib,DB15399,DB09074,ACH-000007,Colon,0.0,0.5119932889938354
3362,BMS-754807,Olaparib,DB15399,DB09074,ACH-000249,Colon,0.0,0.6323674917221069
3363,BMS-754807,Olaparib,DB15399,DB09074,ACH-000986,Colon,0.0,0.580093502998352
3364,BMS-754807,Olaparib,DB15399,DB09074,ACH-000680,Colon,0.0,0.5114981532096863
3365,Trametinib,Olaparib,DB08911,DB09074,ACH-000491,Colon,0.0,0.2674237787723541
3366,Trametinib,Olaparib,DB08911,DB09074,ACH-000196,Breast,0.0,0.4691490232944488
3367,Trametinib,Olaparib,DB08911,DB09074,ACH-000857,Breast,0.0,0.6410320401191711
3368,Trametinib,Olaparib,DB08911,DB09074,ACH-000998,Colon,0.0,0.320211797952652
3369,Trametinib,Olaparib,DB08911,DB09074,ACH-000258,Breast,0.0,0.6641025543212891
3370,Trametinib,Olaparib,DB08911,DB09074,ACH-000535,Pancreas,0.0,0.2761469185352325
3371,Trametinib,Olaparib,DB08911,DB09074,ACH-000042,Pancreas,0.0,0.5722156763076782
3372,Trametinib,Olaparib,DB08911,DB09074,ACH-000019,Breast,0.0,0.4143119156360626
3373,Trametinib,Olaparib,DB08911,DB09074,ACH-000060,Pancreas,0.0,0.4513540267944336
3374,Trametinib,Olaparib,DB08911,DB09074,ACH-000352,Breast,0.0,0.3706684410572052
3375,Trametinib,Olaparib,DB08911,DB09074,ACH-000927,Breast,0.0,0.3007614314556122
3376,Trametinib,Olaparib,DB08911,DB09074,ACH-000243,Pancreas,0.0,0.2820835411548614
3377,Trametinib,Olaparib,DB08911,DB09074,ACH-000332,Pancreas,0.0,0.1851184070110321
3378,Trametinib,Olaparib,DB08911,DB09074,ACH-000148,Breast,0.0,0.3169145584106445
3379,Trametinib,Olaparib,DB08911,DB09074,ACH-000643,Breast,0.0,0.5205523371696472
3380,Trametinib,Olaparib,DB08911,DB09074,ACH-000935,Colon,0.0,0.5174505114555359
3381,Trametinib,Olaparib,DB08911,DB09074,ACH-000155,Pancreas,0.0,0.5295432806015015
3382,Trametinib,Olaparib,DB08911,DB09074,ACH-000859,Breast,0.0,0.4941835701465606
3383,Trametinib,Olaparib,DB08911,DB09074,ACH-000117,Breast,0.0,0.4406428635120392
3384,Trametinib,Olaparib,DB08911,DB09074,ACH-000876,Breast,0.0,0.3266803920269012
3385,Trametinib,Olaparib,DB08911,DB09074,ACH-000963,Colon,0.0,0.4823512434959411
3386,Trametinib,Olaparib,DB08911,DB09074,ACH-000139,Pancreas,0.0,0.5753640532493591
3387,Trametinib,Olaparib,DB08911,DB09074,ACH-000381,Colon,0.0,0.5773507356643677
3388,Trametinib,Olaparib,DB08911,DB09074,ACH-000856,Breast,0.0,0.3839778006076813
3389,Trametinib,Olaparib,DB08911,DB09074,ACH-000147,Breast,0.0,0.5401459336280823
3390,Trametinib,Olaparib,DB08911,DB09074,ACH-000223,Breast,0.0,0.4260953068733215
3391,Trametinib,Olaparib,DB08911,DB09074,ACH-000955,Colon,0.0,0.4430899024009704
3392,Trametinib,Olaparib,DB08911,DB09074,ACH-000281,Pancreas,0.0,0.4125113189220428
3393,Trametinib,Olaparib,DB08911,DB09074,ACH-000554,Breast,0.0,0.3685300648212433
3394,Trametinib,Olaparib,DB08911,DB09074,ACH-000651,Colon,0.0,0.2634170949459076
3395,Trametinib,Olaparib,DB08911,DB09074,ACH-000270,Pancreas,0.0,0.4634831845760345
3396,Trametinib,Olaparib,DB08911,DB09074,ACH-000023,Pancreas,0.0,0.3715551197528839
3397,Trametinib,Olaparib,DB08911,DB09074,ACH-000849,Breast,0.0,0.5065471529960632
3398,Trametinib,Olaparib,DB08911,DB09074,ACH-000969,Colon,0.0,0.3573031723499298
3399,Trametinib,Olaparib,DB08911,DB09074,ACH-000621,Breast,0.0,0.5521082282066345
3400,Trametinib,Olaparib,DB08911,DB09074,ACH-000910,Breast,0.0,0.4132871329784393
3401,Trametinib,Olaparib,DB08911,DB09074,ACH-000999,Colon,0.0,0.2189693450927734
3402,Trametinib,Olaparib,DB08911,DB09074,ACH-000400,Colon,0.0,0.3971250653266907
3403,Trametinib,Olaparib,DB08911,DB09074,ACH-000668,Breast,0.0,0.4065433740615845
3404,Trametinib,Olaparib,DB08911,DB09074,ACH-000489,Colon,0.0,0.6421781182289124
3405,Trametinib,Olaparib,DB08911,DB09074,ACH-000470,Colon,0.0,0.3467392325401306
3406,Trametinib,Olaparib,DB08911,DB09074,ACH-000421,Colon,0.0,0.5566082000732422
3407,Trametinib,Olaparib,DB08911,DB09074,ACH-000934,Breast,0.0,0.2975459396839142
3408,Trametinib,Olaparib,DB08911,DB09074,ACH-000252,Colon,0.0,0.4404150247573852
3409,Trametinib,Olaparib,DB08911,DB09074,ACH-000360,Colon,0.0,0.4487135410308838
3410,Trametinib,Olaparib,DB08911,DB09074,ACH-000926,Colon,0.0,0.4096221923828125
3411,Trametinib,Olaparib,DB08911,DB09074,ACH-000970,Colon,0.0,0.2544983923435211
3412,Trametinib,Olaparib,DB08911,DB09074,ACH-000759,Breast,0.0,0.321874588727951
3413,Trametinib,Olaparib,DB08911,DB09074,ACH-000403,Colon,0.0,0.4578724503517151
3414,Trametinib,Olaparib,DB08911,DB09074,ACH-000565,Colon,0.0,0.4914001226425171
3415,Trametinib,Olaparib,DB08911,DB09074,ACH-000943,Colon,0.0,0.5385186076164246
3416,Trametinib,Olaparib,DB08911,DB09074,ACH-000902,Breast,0.0,0.4257391691207886
3417,Trametinib,Olaparib,DB08911,DB09074,ACH-000501,Colon,0.0,0.3448495268821716
3418,Trametinib,Olaparib,DB08911,DB09074,ACH-000118,Pancreas,0.0,0.6434546113014221
3419,Trametinib,Olaparib,DB08911,DB09074,ACH-000350,Colon,0.0,0.505046546459198
3420,Trametinib,Olaparib,DB08911,DB09074,ACH-000699,Breast,0.0,0.5642359256744385
3421,Trametinib,Olaparib,DB08911,DB09074,ACH-000997,Colon,0.0,0.4598676562309265
3422,Trametinib,Olaparib,DB08911,DB09074,ACH-000950,Colon,0.0,0.5469368100166321
3423,Trametinib,Olaparib,DB08911,DB09074,ACH-000599,Pancreas,0.0,0.4460737705230713
3424,Trametinib,Olaparib,DB08911,DB09074,ACH-000783,Breast,0.0,0.4720505774021148
3425,Trametinib,Olaparib,DB08911,DB09074,ACH-000374,Breast,0.0,0.3968353569507599
3426,Trametinib,Olaparib,DB08911,DB09074,ACH-000265,Pancreas,0.0,0.2727633416652679
3427,Trametinib,Olaparib,DB08911,DB09074,ACH-000624,Breast,0.0,0.6380411982536316
3428,Trametinib,Olaparib,DB08911,DB09074,ACH-000818,Breast,0.0,0.3908175230026245
3429,Trametinib,Olaparib,DB08911,DB09074,ACH-000971,Colon,0.0,0.2914758026599884
3430,Trametinib,Olaparib,DB08911,DB09074,ACH-000573,Breast,0.0,0.5270861983299255
3431,Trametinib,Olaparib,DB08911,DB09074,ACH-000711,Breast,0.0,0.3873356580734253
3432,Trametinib,Olaparib,DB08911,DB09074,ACH-000768,Breast,0.0,0.4884842932224273
3433,Trametinib,Olaparib,DB08911,DB09074,ACH-000277,Breast,0.0,0.3378595411777496
3434,Trametinib,Olaparib,DB08911,DB09074,ACH-000601,Pancreas,0.0,0.5478268265724182
3435,Trametinib,Olaparib,DB08911,DB09074,ACH-000111,Breast,0.0,0.4198265075683594
3436,Trametinib,Olaparib,DB08911,DB09074,ACH-000349,Breast,0.0,0.3905540704727173
3437,Trametinib,Olaparib,DB08911,DB09074,ACH-000957,Colon,0.0,0.3230272233486175
3438,Trametinib,Olaparib,DB08911,DB09074,ACH-000722,Colon,0.0,0.4607820510864258
3439,Trametinib,Olaparib,DB08911,DB09074,ACH-000235,Pancreas,0.0,0.471311092376709
3440,Trametinib,Olaparib,DB08911,DB09074,ACH-000828,Breast,0.0,0.3380563855171203
3441,Trametinib,Olaparib,DB08911,DB09074,ACH-000009,Colon,0.0,0.4393911361694336
3442,Trametinib,Olaparib,DB08911,DB09074,ACH-000138,Pancreas,1.0,0.5160427689552307
3443,Trametinib,Olaparib,DB08911,DB09074,ACH-000108,Pancreas,0.0,0.6631368398666382
3444,Trametinib,Olaparib,DB08911,DB09074,ACH-001819,Breast,0.0,0.471417635679245
3445,Trametinib,Olaparib,DB08911,DB09074,ACH-000288,Breast,0.0,0.4299573600292206
3446,Trametinib,Olaparib,DB08911,DB09074,ACH-000989,Colon,0.0,0.3242834508419037
3447,Trametinib,Olaparib,DB08911,DB09074,ACH-000985,Colon,0.0,0.3198190331459045
3448,Trametinib,Olaparib,DB08911,DB09074,ACH-000236,Colon,0.0,0.3414585590362549
3449,Trametinib,Olaparib,DB08911,DB09074,ACH-000552,Colon,0.0,0.4519156217575073
3450,Trametinib,Olaparib,DB08911,DB09074,ACH-001820,Breast,0.0,0.3917554020881653
3451,Trametinib,Olaparib,DB08911,DB09074,ACH-000958,Colon,1.0,0.8017202019691467
3452,Trametinib,Olaparib,DB08911,DB09074,ACH-000652,Pancreas,0.0,0.4506955444812774
3453,Trametinib,Olaparib,DB08911,DB09074,ACH-000212,Breast,0.0,0.3968102931976318
3454,Trametinib,Olaparib,DB08911,DB09074,ACH-000276,Breast,0.0,0.6837509274482727
3455,Trametinib,Olaparib,DB08911,DB09074,ACH-000691,Breast,0.0,0.5543649196624756
3456,Trametinib,Olaparib,DB08911,DB09074,ACH-000991,Colon,0.0,0.3884875476360321
3457,Trametinib,Olaparib,DB08911,DB09074,ACH-000007,Colon,0.0,0.4026667773723602
3458,Trametinib,Olaparib,DB08911,DB09074,ACH-000249,Colon,0.0,0.5151360034942627
3459,Trametinib,Olaparib,DB08911,DB09074,ACH-000248,Breast,0.0,0.5380167365074158
3460,Trametinib,Olaparib,DB08911,DB09074,ACH-000114,Pancreas,0.0,0.2905625104904175
3461,Trametinib,Olaparib,DB08911,DB09074,ACH-000222,Pancreas,0.0,0.3584595322608948
3462,Trametinib,Olaparib,DB08911,DB09074,ACH-000986,Colon,0.0,0.5159745812416077
3463,Trametinib,Olaparib,DB08911,DB09074,ACH-000107,Pancreas,0.0,0.4175773561000824
3464,Trametinib,Olaparib,DB08911,DB09074,ACH-000536,Breast,0.0,0.637770414352417
3465,Trametinib,Olaparib,DB08911,DB09074,ACH-000930,Breast,0.0,0.5314816832542419
3466,Trametinib,Olaparib,DB08911,DB09074,ACH-000354,Pancreas,0.0,0.3105286657810211
3467,Trametinib,Olaparib,DB08911,DB09074,ACH-000213,Pancreas,0.0,0.4042580723762512
3468,Trametinib,Olaparib,DB08911,DB09074,ACH-000680,Colon,0.0,0.459414541721344
3469,Trametinib,Olaparib,DB08911,DB09074,ACH-000320,Pancreas,0.0,0.3547122180461883
3470,Trametinib,Olaparib,DB08911,DB09074,ACH-000568,Breast,0.0,0.3881163895130157
3471,Trametinib,Olaparib,DB08911,DB09074,ACH-000330,Breast,0.0,0.3104305863380432
3472,Trametinib,Olaparib,DB08911,DB09074,ACH-000178,Pancreas,0.0,0.3094038963317871
3473,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000491,Colon,0.0,0.3115505278110504
3474,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000998,Colon,0.0,0.4404147565364837
3475,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000935,Colon,0.0,0.58440101146698
3476,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000963,Colon,0.0,0.6292506456375122
3477,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000381,Colon,0.0,0.7428346276283264
3478,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000955,Colon,0.0,0.6038418412208557
3479,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000651,Colon,0.0,0.3717666864395141
3480,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000969,Colon,0.0,0.4562190771102905
3481,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000999,Colon,0.0,0.3461506962776184
3482,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000400,Colon,0.0,0.4945323467254638
3483,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000489,Colon,0.0,0.786361575126648
3484,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000470,Colon,0.0,0.4929924607276916
3485,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000421,Colon,0.0,0.6710571646690369
3486,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000252,Colon,0.0,0.5662012100219727
3487,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000360,Colon,0.0,0.6476342082023621
3488,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000926,Colon,0.0,0.5709458589553833
3489,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000970,Colon,0.0,0.440413236618042
3490,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000403,Colon,0.0,0.6304048299789429
3491,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000565,Colon,0.0,0.64369136095047
3492,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000943,Colon,1.0,0.6891060471534729
3493,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000501,Colon,0.0,0.4850547611713409
3494,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000350,Colon,0.0,0.6557286381721497
3495,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000997,Colon,0.0,0.5577783584594727
3496,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000950,Colon,0.0,0.7217500805854797
3497,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000971,Colon,0.0,0.3711929023265838
3498,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000957,Colon,0.0,0.3735603392124176
3499,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000722,Colon,0.0,0.5953221321105957
3500,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000009,Colon,0.0,0.5346118211746216
3501,Dabrafenib,Olaparib,DB08912,DB09074,ACH-000989,Colon,0.0,0.4289768636226654
