,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Actuals,Proba
10187,Dasatinib,5-Fluorouracil,DB01254,DB00544,ACH-000178,Pancreas,0,0.456933439
10188,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000535,Pancreas,0,0.27223289
10189,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000042,Pancreas,0,0.276244015
10190,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000060,Pancreas,0,0.294242352
10191,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000243,Pancreas,0,0.221109062
10192,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000332,Pancreas,0,0.174356475
10193,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000155,Pancreas,0,0.488200456
10194,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000139,Pancreas,0,0.377872497
10195,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000281,Pancreas,0,0.319527179
10196,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000270,Pancreas,0,0.486315846
10197,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000023,Pancreas,1,0.215027586
10198,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000118,Pancreas,0,0.279409528
10199,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000599,Pancreas,0,0.443086714
10200,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000265,Pancreas,0,0.225376666
10201,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000601,Pancreas,0,0.209588647
10202,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000235,Pancreas,0,0.256840914
10203,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000138,Pancreas,0,0.286199003
10204,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000108,Pancreas,0,0.386967748
10205,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000652,Pancreas,0,0.303723335
10206,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000114,Pancreas,0,0.231756166
10207,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000222,Pancreas,0,0.334244639
10208,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000107,Pancreas,0,0.342190087
10209,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000354,Pancreas,0,0.190637544
10210,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000213,Pancreas,0,0.285692126
10211,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000320,Pancreas,0,0.306768358
10212,Sorafenib,5-Fluorouracil,DB00398,DB00544,ACH-000178,Pancreas,0,0.238583252
10213,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000535,Pancreas,0,0.244876757
10214,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000042,Pancreas,0,0.421264023
10215,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000060,Pancreas,1,0.294117957
10216,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000243,Pancreas,0,0.13496457
10217,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000332,Pancreas,0,0.127206326
10218,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000155,Pancreas,0,0.402354062
10219,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000139,Pancreas,0,0.432172477
10220,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000281,Pancreas,0,0.283975422
10221,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000270,Pancreas,0,0.314290404
10222,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000023,Pancreas,0,0.363766164
10223,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000118,Pancreas,0,0.532760143
10224,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000599,Pancreas,0,0.306816757
10225,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000265,Pancreas,0,0.274573356
10226,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000601,Pancreas,0,0.535464466
10227,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000235,Pancreas,0,0.379326284
10228,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000138,Pancreas,0,0.408661991
10229,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000108,Pancreas,0,0.63742888
10230,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000652,Pancreas,0,0.352259994
10231,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000114,Pancreas,0,0.164327711
10232,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000222,Pancreas,0,0.274387777
10233,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000107,Pancreas,0,0.324697465
10234,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000354,Pancreas,0,0.234745786
10235,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000213,Pancreas,0,0.321201265
10236,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000320,Pancreas,0,0.249320686
10237,Ruxolitinib,5-Fluorouracil,DB08877,DB00544,ACH-000178,Pancreas,0,0.307746053
10238,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000491,Colon,0,0.311168253
10239,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000196,Breast,0,0.646351278
10240,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000857,Breast,1,0.755616307
10241,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000998,Colon,0,0.476929277
10242,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000258,Breast,0,0.784389377
10243,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000535,Pancreas,1,0.415292799
10244,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000042,Pancreas,1,0.631958485
10245,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000019,Breast,1,0.558160186
10246,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000060,Pancreas,1,0.565129161
10247,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000352,Breast,0,0.446892351
10248,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000927,Breast,0,0.363824815
10249,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000243,Pancreas,1,0.298257619
10250,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000332,Pancreas,1,0.324425906
10251,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000643,Breast,1,0.695006311
10252,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000935,Colon,0,0.688528597
10253,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000155,Pancreas,0,0.684870064
10254,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000859,Breast,0,0.617617786
10255,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000117,Breast,0,0.449618846
10256,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000876,Breast,0,0.319395274
10257,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000963,Colon,0,0.602876604
10258,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000139,Pancreas,1,0.669804335
10259,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000381,Colon,1,0.720462441
10260,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000856,Breast,1,0.511200309
10261,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000147,Breast,0,0.577561319
10262,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000223,Breast,1,0.613818288
10263,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000955,Colon,0,0.562542558
10264,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000281,Pancreas,1,0.281545877
10265,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000554,Breast,0,0.439134717
10266,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000651,Colon,0,0.430478007
10267,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000270,Pancreas,0,0.648698092
10268,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000023,Pancreas,1,0.469799906
10269,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000849,Breast,0,0.608164251
10270,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000969,Colon,0,0.385124356
10271,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000621,Breast,0,0.788230479
10272,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000910,Breast,0,0.637488127
10273,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000999,Colon,0,0.302337974
10274,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000400,Colon,0,0.545567155
10275,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000668,Breast,0,0.573763549
10276,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000489,Colon,0,0.777849317
10277,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000470,Colon,1,0.476178914
10278,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000421,Colon,1,0.711990714
10279,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000934,Breast,1,0.36571154
10280,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000252,Colon,0,0.574191034
10281,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000360,Colon,0,0.606109679
10282,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000926,Colon,0,0.589680731
10283,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000970,Colon,0,0.409777224
10284,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000759,Breast,1,0.346641779
10285,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000403,Colon,0,0.564059317
10286,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000565,Colon,0,0.689991832
10287,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000943,Colon,0,0.71217227
10288,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000902,Breast,0,0.519373238
10289,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000501,Colon,0,0.529491305
10290,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000118,Pancreas,1,0.74954778
10291,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000350,Colon,0,0.604736388
10292,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000699,Breast,0,0.764730036
10293,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000997,Colon,1,0.576223314
10294,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000950,Colon,0,0.741353929
10295,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000599,Pancreas,1,0.571193337
10296,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000783,Breast,1,0.568678796
10297,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000374,Breast,0,0.605308414
10298,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000265,Pancreas,0,0.414701194
10299,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000624,Breast,1,0.757555366
10300,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000818,Breast,0,0.357441038
10301,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000971,Colon,0,0.376927882
10302,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000573,Breast,0,0.703378677
10303,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000711,Breast,1,0.372955859
10304,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000768,Breast,1,0.608294785
10305,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000277,Breast,0,0.243209451
10306,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000601,Pancreas,0,0.67957741
10307,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000111,Breast,0,0.587830305
10308,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000349,Breast,0,0.270773262
10309,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000957,Colon,0,0.365886241
10310,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000722,Colon,0,0.618560135
10311,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000235,Pancreas,0,0.560379207
10312,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000828,Breast,0,0.327668965
10313,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000009,Colon,0,0.679209709
10314,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000138,Pancreas,1,0.636340976
10315,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000108,Pancreas,0,0.772008419
10316,Navitoclax,Crizotinib,DB12340,DB08865,ACH-001819,Breast,1,0.52328527
10317,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000755,Breast,0,0.428367347
10318,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000288,Breast,0,0.622540832
10319,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000989,Colon,0,0.35154891
10320,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000985,Colon,0,0.40065977
10321,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000236,Colon,0,0.495326638
10322,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000552,Colon,0,0.547275245
10323,Navitoclax,Crizotinib,DB12340,DB08865,ACH-001820,Breast,0,0.373637944
10324,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000958,Colon,0,0.891808808
10325,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000652,Pancreas,0,0.598579049
10326,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000212,Breast,1,0.560568571
10327,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000276,Breast,1,0.804308891
10328,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000691,Breast,1,0.751967609
10329,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000991,Colon,1,0.471051216
10330,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000007,Colon,0,0.564537108
10331,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000249,Colon,0,0.771904945
10332,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000248,Breast,0,0.69317323
10333,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000114,Pancreas,0,0.503713906
10334,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000222,Pancreas,1,0.437444627
10335,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000986,Colon,0,0.674310386
10336,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000107,Pancreas,0,0.520172179
10337,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000536,Breast,1,0.765413344
10338,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000930,Breast,0,0.690587521
10339,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000354,Pancreas,1,0.496035308
10340,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000213,Pancreas,1,0.539520144
10341,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000680,Colon,0,0.592906058
10342,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000320,Pancreas,1,0.41169703
10343,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000568,Breast,0,0.254041731
10344,Navitoclax,Crizotinib,DB12340,DB08865,ACH-001345,Colon,0,0.309820712
10345,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000330,Breast,1,0.337117761
10346,Navitoclax,Crizotinib,DB12340,DB08865,ACH-000178,Pancreas,1,0.465944171
10347,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000491,Colon,0,0.247764379
10348,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000998,Colon,0,0.216994762
10349,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000935,Colon,0,0.480231673
10350,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000963,Colon,0,0.404380053
10351,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000381,Colon,0,0.500265837
10352,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000955,Colon,0,0.376328886
10353,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000651,Colon,0,0.23571907
10354,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000969,Colon,0,0.29194805
10355,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000999,Colon,0,0.178804383
10356,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000400,Colon,0,0.3126643
10357,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000489,Colon,0,0.574698448
10358,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000470,Colon,0,0.224417314
10359,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000421,Colon,0,0.529754341
10360,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000252,Colon,0,0.309946895
10361,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000360,Colon,0,0.339012831
10362,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000926,Colon,0,0.309243441
10363,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000970,Colon,0,0.159826845
10364,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000403,Colon,0,0.275827914
10365,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000565,Colon,0,0.478858799
10366,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000943,Colon,0,0.504063129
10367,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000501,Colon,0,0.213949382
10368,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000350,Colon,0,0.435873479
10369,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000997,Colon,0,0.415621519
10370,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000950,Colon,0,0.531227767
10371,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000971,Colon,0,0.294766665
10372,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000957,Colon,0,0.237392858
10373,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000722,Colon,0,0.422272384
10374,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000009,Colon,0,0.415539056
10375,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000989,Colon,0,0.257211655
10376,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000985,Colon,0,0.191958055
10377,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000236,Colon,0,0.213766679
10378,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000552,Colon,0,0.43708837
10379,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000958,Colon,0,0.772696495
10380,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000991,Colon,0,0.295053244
10381,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000007,Colon,0,0.244688362
10382,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000249,Colon,0,0.44086352
10383,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000986,Colon,0,0.431317747
10384,BMS-754807,Crizotinib,DB15399,DB08865,ACH-000680,Colon,0,0.336567372
10385,BMS-754807,Crizotinib,DB15399,DB08865,ACH-001345,Colon,0,0.220885888
10386,Trametinib,Crizotinib,DB08911,DB08865,ACH-000491,Colon,0,0.325029492
10387,Trametinib,Crizotinib,DB08911,DB08865,ACH-000196,Breast,0,0.429806352
10388,Trametinib,Crizotinib,DB08911,DB08865,ACH-000857,Breast,0,0.589572728
10389,Trametinib,Crizotinib,DB08911,DB08865,ACH-000998,Colon,0,0.256278306
10390,Trametinib,Crizotinib,DB08911,DB08865,ACH-000258,Breast,0,0.608739734
10391,Trametinib,Crizotinib,DB08911,DB08865,ACH-000535,Pancreas,0,0.159488574
10392,Trametinib,Crizotinib,DB08911,DB08865,ACH-000042,Pancreas,0,0.532913685
10393,Trametinib,Crizotinib,DB08911,DB08865,ACH-000019,Breast,0,0.44208774
10394,Trametinib,Crizotinib,DB08911,DB08865,ACH-000060,Pancreas,0,0.370106906
10395,Trametinib,Crizotinib,DB08911,DB08865,ACH-000352,Breast,0,0.401654601
10396,Trametinib,Crizotinib,DB08911,DB08865,ACH-000927,Breast,0,0.31128487
10397,Trametinib,Crizotinib,DB08911,DB08865,ACH-000243,Pancreas,0,0.274327666
10398,Trametinib,Crizotinib,DB08911,DB08865,ACH-000332,Pancreas,0,0.14547573
10399,Trametinib,Crizotinib,DB08911,DB08865,ACH-000643,Breast,0,0.485441059
10400,Trametinib,Crizotinib,DB08911,DB08865,ACH-000935,Colon,0,0.453905433
10401,Trametinib,Crizotinib,DB08911,DB08865,ACH-000155,Pancreas,0,0.399715275
10402,Trametinib,Crizotinib,DB08911,DB08865,ACH-000859,Breast,0,0.351755172
10403,Trametinib,Crizotinib,DB08911,DB08865,ACH-000117,Breast,0,0.422831714
10404,Trametinib,Crizotinib,DB08911,DB08865,ACH-000876,Breast,0,0.379126787
10405,Trametinib,Crizotinib,DB08911,DB08865,ACH-000963,Colon,0,0.421444148
10406,Trametinib,Crizotinib,DB08911,DB08865,ACH-000139,Pancreas,0,0.508707225
10407,Trametinib,Crizotinib,DB08911,DB08865,ACH-000381,Colon,1,0.48278901
10408,Trametinib,Crizotinib,DB08911,DB08865,ACH-000856,Breast,0,0.410159767
10409,Trametinib,Crizotinib,DB08911,DB08865,ACH-000147,Breast,0,0.525874555
10410,Trametinib,Crizotinib,DB08911,DB08865,ACH-000223,Breast,0,0.379413992
10411,Trametinib,Crizotinib,DB08911,DB08865,ACH-000955,Colon,0,0.395082653
10412,Trametinib,Crizotinib,DB08911,DB08865,ACH-000281,Pancreas,0,0.439855009
10413,Trametinib,Crizotinib,DB08911,DB08865,ACH-000554,Breast,0,0.298352659
10414,Trametinib,Crizotinib,DB08911,DB08865,ACH-000651,Colon,0,0.208305925
10415,Trametinib,Crizotinib,DB08911,DB08865,ACH-000270,Pancreas,0,0.346773177
10416,Trametinib,Crizotinib,DB08911,DB08865,ACH-000023,Pancreas,1,0.404617518
10417,Trametinib,Crizotinib,DB08911,DB08865,ACH-000849,Breast,0,0.537734509
10418,Trametinib,Crizotinib,DB08911,DB08865,ACH-000969,Colon,0,0.327426821
10419,Trametinib,Crizotinib,DB08911,DB08865,ACH-000621,Breast,1,0.475286007
10420,Trametinib,Crizotinib,DB08911,DB08865,ACH-000910,Breast,0,0.37610209
10421,Trametinib,Crizotinib,DB08911,DB08865,ACH-000999,Colon,0,0.231903598
10422,Trametinib,Crizotinib,DB08911,DB08865,ACH-000400,Colon,0,0.288440526
10423,Trametinib,Crizotinib,DB08911,DB08865,ACH-000668,Breast,0,0.245898187
10424,Trametinib,Crizotinib,DB08911,DB08865,ACH-000489,Colon,0,0.521323681
10425,Trametinib,Crizotinib,DB08911,DB08865,ACH-000470,Colon,0,0.268532604
10426,Trametinib,Crizotinib,DB08911,DB08865,ACH-000421,Colon,0,0.520164609
10427,Trametinib,Crizotinib,DB08911,DB08865,ACH-000934,Breast,0,0.30262965
10428,Trametinib,Crizotinib,DB08911,DB08865,ACH-000252,Colon,0,0.286171347
10429,Trametinib,Crizotinib,DB08911,DB08865,ACH-000360,Colon,0,0.359210193
10430,Trametinib,Crizotinib,DB08911,DB08865,ACH-000926,Colon,0,0.336847216
10431,Trametinib,Crizotinib,DB08911,DB08865,ACH-000970,Colon,0,0.253058076
10432,Trametinib,Crizotinib,DB08911,DB08865,ACH-000759,Breast,0,0.332994938
10433,Trametinib,Crizotinib,DB08911,DB08865,ACH-000403,Colon,0,0.417627513
10434,Trametinib,Crizotinib,DB08911,DB08865,ACH-000565,Colon,0,0.437000304
10435,Trametinib,Crizotinib,DB08911,DB08865,ACH-000943,Colon,0,0.496028394
10436,Trametinib,Crizotinib,DB08911,DB08865,ACH-000902,Breast,0,0.392088711
10437,Trametinib,Crizotinib,DB08911,DB08865,ACH-000501,Colon,0,0.230861872
10438,Trametinib,Crizotinib,DB08911,DB08865,ACH-000118,Pancreas,0,0.619656265
10439,Trametinib,Crizotinib,DB08911,DB08865,ACH-000350,Colon,0,0.45389688
10440,Trametinib,Crizotinib,DB08911,DB08865,ACH-000699,Breast,0,0.350084841
10441,Trametinib,Crizotinib,DB08911,DB08865,ACH-000997,Colon,0,0.464552373
10442,Trametinib,Crizotinib,DB08911,DB08865,ACH-000950,Colon,0,0.498971671
10443,Trametinib,Crizotinib,DB08911,DB08865,ACH-000599,Pancreas,0,0.340937585
10444,Trametinib,Crizotinib,DB08911,DB08865,ACH-000783,Breast,0,0.490597457
10445,Trametinib,Crizotinib,DB08911,DB08865,ACH-000374,Breast,0,0.271187812
10446,Trametinib,Crizotinib,DB08911,DB08865,ACH-000265,Pancreas,0,0.302022994
10447,Trametinib,Crizotinib,DB08911,DB08865,ACH-000624,Breast,0,0.564975381
10448,Trametinib,Crizotinib,DB08911,DB08865,ACH-000818,Breast,0,0.422842175
10449,Trametinib,Crizotinib,DB08911,DB08865,ACH-000971,Colon,0,0.331979036
10450,Trametinib,Crizotinib,DB08911,DB08865,ACH-000573,Breast,0,0.209691882
10451,Trametinib,Crizotinib,DB08911,DB08865,ACH-000711,Breast,0,0.348988771
10452,Trametinib,Crizotinib,DB08911,DB08865,ACH-000768,Breast,0,0.389811516
10453,Trametinib,Crizotinib,DB08911,DB08865,ACH-000277,Breast,0,0.366429061
10454,Trametinib,Crizotinib,DB08911,DB08865,ACH-000601,Pancreas,0,0.55929333
10455,Trametinib,Crizotinib,DB08911,DB08865,ACH-000111,Breast,0,0.367324173
10456,Trametinib,Crizotinib,DB08911,DB08865,ACH-000349,Breast,0,0.395166069
10457,Trametinib,Crizotinib,DB08911,DB08865,ACH-000957,Colon,0,0.259397626
10458,Trametinib,Crizotinib,DB08911,DB08865,ACH-000722,Colon,0,0.404965162
10459,Trametinib,Crizotinib,DB08911,DB08865,ACH-000235,Pancreas,0,0.459702849
10460,Trametinib,Crizotinib,DB08911,DB08865,ACH-000828,Breast,0,0.389359325
10461,Trametinib,Crizotinib,DB08911,DB08865,ACH-000009,Colon,0,0.340289593
10462,Trametinib,Crizotinib,DB08911,DB08865,ACH-000138,Pancreas,0,0.441150159
10463,Trametinib,Crizotinib,DB08911,DB08865,ACH-000108,Pancreas,0,0.660507023
10464,Trametinib,Crizotinib,DB08911,DB08865,ACH-001819,Breast,0,0.420277357
10465,Trametinib,Crizotinib,DB08911,DB08865,ACH-000755,Breast,0,0.336480439
10466,Trametinib,Crizotinib,DB08911,DB08865,ACH-000288,Breast,0,0.440186709
10467,Trametinib,Crizotinib,DB08911,DB08865,ACH-000989,Colon,0,0.282493651
10468,Trametinib,Crizotinib,DB08911,DB08865,ACH-000985,Colon,0,0.226923808
10469,Trametinib,Crizotinib,DB08911,DB08865,ACH-000236,Colon,0,0.241217479
10470,Trametinib,Crizotinib,DB08911,DB08865,ACH-000552,Colon,0,0.399798483
10471,Trametinib,Crizotinib,DB08911,DB08865,ACH-001820,Breast,0,0.37724033
10472,Trametinib,Crizotinib,DB08911,DB08865,ACH-000958,Colon,0,0.754567623
10473,Trametinib,Crizotinib,DB08911,DB08865,ACH-000652,Pancreas,0,0.376883328
10474,Trametinib,Crizotinib,DB08911,DB08865,ACH-000212,Breast,0,0.379912168
10475,Trametinib,Crizotinib,DB08911,DB08865,ACH-000276,Breast,0,0.57916218
10476,Trametinib,Crizotinib,DB08911,DB08865,ACH-000691,Breast,1,0.563324451
10477,Trametinib,Crizotinib,DB08911,DB08865,ACH-000991,Colon,0,0.271125466
10478,Trametinib,Crizotinib,DB08911,DB08865,ACH-000007,Colon,0,0.255836755
10479,Trametinib,Crizotinib,DB08911,DB08865,ACH-000249,Colon,0,0.422015131
10480,Trametinib,Crizotinib,DB08911,DB08865,ACH-000248,Breast,0,0.482509941
10481,Trametinib,Crizotinib,DB08911,DB08865,ACH-000114,Pancreas,0,0.190138966
10482,Trametinib,Crizotinib,DB08911,DB08865,ACH-000222,Pancreas,0,0.218958884
