,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Loewe score,Actuals,Proba
10773,Antibiotic AY 22989,bleomycin,DB00877,DB00290,ACH-000579,skin,0.33941214139226,1.0,0.2717833518981933
10774,Antibiotic AY 22989,bleomycin,DB00877,DB00290,ACH-000367,lung,1.61346633439525,1.0,0.4011770188808441
10775,Antibiotic AY 22989,bleomycin,DB00877,DB00290,ACH-000555,kidney,3.99204622809326,1.0,0.3910154700279236
10776,Antibiotic AY 22989,bleomycin,DB00877,DB00290,ACH-000433,kidney,-0.282928268823195,0.0,0.3892371356487274
10777,Antibiotic AY 22989,bleomycin,DB00877,DB00290,ACH-000730,skin,2.88778050906497,1.0,0.2739480137825012
10778,Antibiotic AY 22989,bleomycin,DB00877,DB00290,ACH-000090,prostate,-3.08829167843378,0.0,0.4524310231208801
10779,Antibiotic AY 22989,bleomycin,DB00877,DB00290,ACH-000428,kidney,1.93831048824964,1.0,0.4133788347244262
10780,7-Ethyl-10-hydroxycamptothecin,bleomycin,DB05482,DB00290,ACH-000288,breast,1.98514598256538,1.0,0.2816556990146637
10781,7-Ethyl-10-hydroxycamptothecin,bleomycin,DB05482,DB00290,ACH-000376,brain,3.47950975124875,1.0,0.22224161028862
10782,7-Ethyl-10-hydroxycamptothecin,bleomycin,DB05482,DB00290,ACH-000046,kidney,2.63359834190276,1.0,0.321279227733612
10783,7-Ethyl-10-hydroxycamptothecin,bleomycin,DB05482,DB00290,ACH-000273,brain,-3.67142185549059,0.0,0.1550436019897461
10784,7-Ethyl-10-hydroxycamptothecin,bleomycin,DB05482,DB00290,ACH-000861,lung,-0.388035144686285,0.0,0.1929223984479904
10785,7-Ethyl-10-hydroxycamptothecin,bleomycin,DB05482,DB00290,ACH-000551,haematopoietic_and_lymphoid,-30.1788379304133,0.0,0.2329271286725998
10786,7-Ethyl-10-hydroxycamptothecin,bleomycin,DB05482,DB00290,ACH-000730,skin,-1.2209356938145,0.0,0.1939939856529235
10787,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000900,lung,-7.85973777205914,0.0,0.3030756711959839
10788,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000288,breast,-2.54150175357681,0.0,0.3263967633247375
10789,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000425,skin,3.67907020213883,1.0,0.2626027464866638
10790,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000579,skin,1.16475038969699,1.0,0.2822935581207275
10791,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000750,skin,1.49005110095864,1.0,0.3002528548240661
10792,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000849,breast,3.07842469147268,1.0,0.2390437871217727
10793,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000433,kidney,-1.37616046457197,0.0,0.4062630236148834
10794,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000997,large_intestine,-13.7041757435387,0.0,0.3533950746059418
10795,ADM hydrochloride,bleomycin,DB00445,DB00290,ACH-000428,kidney,-5.76288532076248,0.0,0.4704469740390777
10796,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-001190,skin,-6.86057999658996,0.0,0.3231786787509918
10797,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-000811,ovary,1.41618997618993,1.0,0.3291866183280945
10798,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-000477,skin,-1.93820585460284,0.0,0.4046294689178467
10799,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-000425,skin,-2.0557336446918,0.0,0.3812847435474396
10800,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-000001,ovary,-8.1959581781444,0.0,0.3171909749507904
10801,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-000966,ovary,-0.294069467938512,0.0,0.3969769179821014
10802,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-000696,ovary,-2.32541369594297,0.0,0.4127743244171142
10803,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-000969,large_intestine,-4.54314369211512,0.0,0.3421245515346527
10804,Vincristine sulfate,bleomycin,DB00541,DB00290,ACH-000428,kidney,-1.8687880030916,0.0,0.4066970944404602
10805,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000900,lung,-3.09873361315515,0.0,0.249840036034584
10806,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000477,skin,-0.31391132097642,0.0,0.3544628024101257
10807,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000288,breast,-0.199120680420415,0.0,0.2723176181316376
10808,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000425,skin,-0.621715047181641,0.0,0.3396040797233581
10809,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000273,brain,-0.417367738457066,0.0,0.1659852564334869
10810,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000001,ovary,-2.41338344990471,0.0,0.2530252039432525
10811,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000681,lung,-13.940792801529,0.0,0.1876218467950821
10812,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000825,lung,-3.77595530548147,0.0,0.2668014466762543
10813,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000552,large_intestine,-25.4061329456426,0.0,0.2850751280784607
10814,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000555,kidney,-2.57943261140034,0.0,0.2596371173858642
10815,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000019,breast,-1.41360278231529,0.0,0.2669746577739715
10816,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000090,prostate,-7.1235176204078,0.0,0.3733272552490234
10817,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000969,large_intestine,-0.610754705877777,0.0,0.2759595215320587
10818,5-Fluoro-2'-deoxyuridine,bleomycin,DB00322,DB00290,ACH-000428,kidney,-6.51383940649916,0.0,0.3435404896736145
10819,letrozole,bleomycin,DB01006,DB00290,ACH-000504,brain,-3.25876760785192,0.0,0.1506448090076446
10820,letrozole,bleomycin,DB01006,DB00290,ACH-000463,lung,-5.16245429615276,0.0,0.1952012479305267
10821,letrozole,bleomycin,DB01006,DB00290,ACH-000971,large_intestine,-7.72996695949614,0.0,0.1852281540632248
10822,letrozole,bleomycin,DB01006,DB00290,ACH-000651,large_intestine,-1.77175177032662,0.0,0.16481514275074
10823,letrozole,bleomycin,DB01006,DB00290,ACH-000551,haematopoietic_and_lymphoid,8.5190706650924,1.0,0.1602545976638794
10824,letrozole,bleomycin,DB01006,DB00290,ACH-000750,skin,-12.3775506149701,0.0,0.1275763511657714
10825,letrozole,bleomycin,DB01006,DB00290,ACH-000148,breast,-5.2872221378381,0.0,0.1557102650403976
10826,letrozole,bleomycin,DB01006,DB00290,ACH-000768,breast,-4.19451115754518,0.0,0.1954619437456131
10827,letrozole,bleomycin,DB01006,DB00290,ACH-000617,ovary,3.13635597923358,1.0,0.1324602514505386
10828,letrozole,bleomycin,DB01006,DB00290,ACH-000433,kidney,-15.9270247135466,0.0,0.1323953717947006
10829,letrozole,bleomycin,DB01006,DB00290,ACH-000706,lung,-4.85405423471695,0.0,0.2380046248435974
10830,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000504,brain,-8.25737132348799,0.0,0.2309118658304214
10831,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000811,ovary,-0.39014666094426,0.0,0.2005086094141006
10832,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000288,breast,-13.3126424892267,0.0,0.1789182275533676
10833,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000681,lung,-3.05603769319622,0.0,0.2012600302696228
10834,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000966,ovary,-7.66386604316877,0.0,0.2458357214927673
10835,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000343,lung,-9.96296713858301,0.0,0.1982792019844055
10836,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000861,lung,-29.2091123604925,0.0,0.2124128490686416
10837,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000552,large_intestine,-4.0514820191829,0.0,0.3211883902549743
10838,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000232,brain,-22.8147714430047,0.0,0.2040646076202392
10839,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000696,ovary,-7.94936672434855,0.0,0.2084595263004303
10840,Retinoic acid,bleomycin,DB00523,DB00290,ACH-000428,kidney,-13.7980332160322,0.0,0.285822331905365
10841,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000971,large_intestine,-7.3060541254664,0.0,0.181961104273796
10842,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000655,brain,-10.7136469236023,0.0,0.114225685596466
10843,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000343,lung,1.46892498722494,1.0,0.1030934154987335
10844,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000861,lung,-6.03641878168655,0.0,0.1559546589851379
10845,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000817,haematopoietic_and_lymphoid,-8.85301368901032,0.0,0.1671686321496963
10846,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000367,lung,-14.6179405521843,0.0,0.1796033829450607
10847,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000706,lung,0.374307076051853,1.0,0.2175430059432983
10848,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000969,large_intestine,-19.5926606647018,0.0,0.2122127264738083
10849,Fludarabine Base,bleomycin,DB01073,DB00290,ACH-000428,kidney,-6.92124580311937,0.0,0.2691434025764465
10850,7803-88-5,bleomycin,DB01280,DB00290,ACH-000477,skin,-5.17713773308379,0.0,0.2032989561557769
10851,7803-88-5,bleomycin,DB01280,DB00290,ACH-000288,breast,-2.64634497713794,0.0,0.1339257955551147
10852,7803-88-5,bleomycin,DB01280,DB00290,ACH-000971,large_intestine,-20.6279989273597,0.0,0.1903331875801086
10853,7803-88-5,bleomycin,DB01280,DB00290,ACH-000817,haematopoietic_and_lymphoid,2.50156186405851,1.0,0.1995689123868942
10854,7803-88-5,bleomycin,DB01280,DB00290,ACH-000367,lung,-20.7578724005848,0.0,0.1712165623903274
10855,7803-88-5,bleomycin,DB01280,DB00290,ACH-000019,breast,-33.6400137098573,0.0,0.1680237054824829
10856,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000504,brain,-0.389283109622922,0.0,0.1590294986963272
10857,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000288,breast,1.70942296868812,1.0,0.1316614151000976
10858,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000971,large_intestine,1.86669563695607,1.0,0.1918019354343414
10859,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000425,skin,-0.305081303119621,0.0,0.2230741530656814
10860,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000273,brain,-2.43321341288593,0.0,0.1281843334436416
10861,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000551,haematopoietic_and_lymphoid,-11.5996462682395,0.0,0.1919045597314834
10862,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000552,large_intestine,-5.90210120578912,0.0,0.244809865951538
10863,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000148,breast,-2.23032617573827,0.0,0.1861084550619125
10864,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000730,skin,-0.0103727080529291,0.0,0.1794159412384033
10865,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000090,prostate,1.80185207563481,1.0,0.2536728084087372
10866,CHEMBL277800,bleomycin,DB00631,DB00290,ACH-000969,large_intestine,-1.52415680310285,0.0,0.2103659808635711
10867,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000463,lung,1.47047539890212,1.0,0.2597041428089142
10868,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000288,breast,2.28462186453545,1.0,0.2758926749229431
10869,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000376,brain,-1.57291381299455,0.0,0.2655265629291534
10870,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000971,large_intestine,-1.73746757050859,0.0,0.2919870018959045
10871,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000651,large_intestine,-2.2852613169912,0.0,0.4073457419872284
10872,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000615,skin,-14.6677573119043,0.0,0.1618110984563827
10873,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-001151,ovary,2.73540732857622,1.0,0.2642411887645721
10874,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000551,haematopoietic_and_lymphoid,-14.7873389461981,0.0,0.2855390608310699
10875,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000579,skin,-0.621211972668572,0.0,0.1515416502952575
10876,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000817,haematopoietic_and_lymphoid,-5.00874398426616,0.0,0.1796792596578598
10877,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000617,ovary,1.06051496912787,1.0,0.3107005059719085
10878,CYTARABINE HYDROCHLORIDE,bleomycin,DB00987,DB00290,ACH-000730,skin,-2.24113386594138,0.0,0.2422529458999633
10879,5-Fluorouracil,bleomycin,DB00544,DB00290,ACH-000376,brain,1.54988125217173,1.0,0.4176838994026184
10880,5-Fluorouracil,bleomycin,DB00544,DB00290,ACH-000232,brain,0.238649890516915,1.0,0.3566285967826843
10881,5-Fluorouracil,bleomycin,DB00544,DB00290,ACH-000730,skin,-2.26719391747474,0.0,0.3041366636753082
10882,5-Fluorouracil,bleomycin,DB00544,DB00290,ACH-000090,prostate,-2.61084957324069,0.0,0.4943238794803619
10883,122111-05-1,bleomycin,DB00441,DB00290,ACH-001190,skin,4.62301243559799,1.0,0.1461772173643112
10884,122111-05-1,bleomycin,DB00441,DB00290,ACH-000811,ovary,0.0344945453167786,1.0,0.2208590805530548
10885,122111-05-1,bleomycin,DB00441,DB00290,ACH-000651,large_intestine,-12.1042628990912,0.0,0.2887385189533233
10886,122111-05-1,bleomycin,DB00441,DB00290,ACH-000649,kidney,1.93036588139202,1.0,0.1999262571334839
10887,122111-05-1,bleomycin,DB00441,DB00290,ACH-000367,lung,-2.14546399926267,0.0,0.2679242789745331
10888,122111-05-1,bleomycin,DB00441,DB00290,ACH-000617,ovary,0.930251643648178,1.0,0.2497942298650741
10889,122111-05-1,bleomycin,DB00441,DB00290,ACH-000849,breast,-13.7595850377999,0.0,0.1683914065361023
10890,122111-05-1,bleomycin,DB00441,DB00290,ACH-000730,skin,-8.44026273883468,0.0,0.1914169043302536
10891,122111-05-1,bleomycin,DB00441,DB00290,ACH-000997,large_intestine,0.798526268832712,1.0,0.2228055894374847
10892,Dexrazoxane,bleomycin,DB00380,DB00290,ACH-000504,brain,-1.00775463347801,0.0,0.3700830638408661
10893,Dexrazoxane,bleomycin,DB00380,DB00290,ACH-000046,kidney,1.77875453664499,1.0,0.4299938976764679
10894,Dexrazoxane,bleomycin,DB00380,DB00290,ACH-001151,ovary,-2.94991682240394,0.0,0.3547980487346649
10895,Dexrazoxane,bleomycin,DB00380,DB00290,ACH-000343,lung,-4.56389928836637,0.0,0.3096109926700592
10896,Dexrazoxane,bleomycin,DB00380,DB00290,ACH-000825,lung,1.08421485466175,1.0,0.4047649502754211
10897,Dexrazoxane,bleomycin,DB00380,DB00290,ACH-000148,breast,-6.18763571903144,0.0,0.3418802618980407
10898,Dexrazoxane,bleomycin,DB00380,DB00290,ACH-000997,large_intestine,-4.52265986271561,0.0,0.3314176499843597
10899,Dexrazoxane,bleomycin,DB00380,DB00290,ACH-000428,kidney,-1.06346062851138,0.0,0.4184633195400238
10900,Lapatinib,bleomycin,DB01259,DB00290,ACH-000811,ovary,-1.84303200338946,0.0,0.2703384757041931
10901,Lapatinib,bleomycin,DB01259,DB00290,ACH-000376,brain,-24.9221820728053,0.0,0.2982176542282104
10902,Lapatinib,bleomycin,DB01259,DB00290,ACH-000655,brain,-6.04704407672002,0.0,0.2181781530380249
10903,Lapatinib,bleomycin,DB01259,DB00290,ACH-000966,ovary,3.46684843510436,1.0,0.455005407333374
10904,Lapatinib,bleomycin,DB01259,DB00290,ACH-000552,large_intestine,-2.38112611706211,0.0,0.3667148053646087
10905,Lapatinib,bleomycin,DB01259,DB00290,ACH-000232,brain,-18.4248901166312,0.0,0.2433100044727325
10906,Lapatinib,bleomycin,DB01259,DB00290,ACH-000433,kidney,-7.16891555076828,0.0,0.3831678628921509
10907,mitoxantrone,bleomycin,DB01204,DB00290,ACH-000288,breast,-9.16364928133443,0.0,0.4863738119602203
10908,mitoxantrone,bleomycin,DB01204,DB00290,ACH-000425,skin,-2.24872823598517,0.0,0.4094861149787903
10909,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000811,ovary,0.318971663365985,1.0,0.2072857320308685
10910,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000477,skin,-3.69436721286843,0.0,0.2455397397279739
10911,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000288,breast,2.46499123000845,1.0,0.1961046308279037
10912,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000651,large_intestine,6.42129948008174,1.0,0.2176681011915207
10913,Lenalidomide,bleomycin,DB00480,DB00290,ACH-001151,ovary,2.20701187389238,1.0,0.2452223151922226
10914,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000343,lung,-0.376181414118449,0.0,0.1511450260877609
10915,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000861,lung,-18.2220770669852,0.0,0.2399812489748001
10916,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000579,skin,2.06882815949778,1.0,0.1322105675935745
10917,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000817,haematopoietic_and_lymphoid,1.05757056411172,1.0,0.20208241045475
10918,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000367,lung,-45.5911620282313,0.0,0.2371344864368438
10919,Lenalidomide,bleomycin,DB00480,DB00290,ACH-000617,ovary,-1.86210374486428,0.0,0.2116233706474304
10920,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-000463,lung,1.04322035540592,1.0,0.3186593651771545
10921,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-001190,skin,-13.1349042986903,0.0,0.1824657469987869
10922,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-000811,ovary,-0.92969135665375,0.0,0.2358311414718628
10923,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-000376,brain,0.589205926107507,1.0,0.2185335755348205
10924,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-001151,ovary,-5.77953312063384,0.0,0.2325731962919235
10925,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-000433,kidney,1.97400738796229,1.0,0.3329648673534393
10926,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-000706,lung,-3.53809854119682,0.0,0.2452751994132995
10927,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-000090,prostate,-3.07710443218625,0.0,0.3237007260322571
10928,Navelbine ditartrate (TN),bleomycin,DB00361,DB00290,ACH-000969,large_intestine,0.355420236272372,1.0,0.3926219344139099
10929,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000900,lung,-7.66398227899823,0.0,0.3992274403572082
10930,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000811,ovary,-8.07302167276416,0.0,0.3759968280792236
10931,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000477,skin,1.24701485996523,1.0,0.4208666086196899
10932,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000615,skin,-2.33239358613854,0.0,0.2563984990119934
10933,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000861,lung,-0.387757945899803,0.0,0.3385323286056518
10934,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000750,skin,-6.54559818468422,0.0,0.2638671100139618
10935,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000367,lung,-5.82686944593743,0.0,0.4209924638271332
10936,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000232,brain,-1.93027056699221,0.0,0.3036172986030578
10937,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000433,kidney,-7.54026772945969,0.0,0.4082149863243103
10938,Pemetrexed,bleomycin,DB00642,DB00290,ACH-000090,prostate,1.22356567039381,1.0,0.4254713654518127
10939,MEGESTROL ACETATE,bleomycin,DB00351,DB00290,ACH-000504,brain,-9.64158205939581,0.0,0.1689856797456741
10940,MEGESTROL ACETATE,bleomycin,DB00351,DB00290,ACH-000811,ovary,-1.0520954634395,0.0,0.1706919968128204
10941,MEGESTROL ACETATE,bleomycin,DB00351,DB00290,ACH-000376,brain,-78.737611476744,0.0,0.1813965439796447
10942,MEGESTROL ACETATE,bleomycin,DB00351,DB00290,ACH-000825,lung,-82.0984462705646,0.0,0.1671219617128372
10943,MEGESTROL ACETATE,bleomycin,DB00351,DB00290,ACH-000552,large_intestine,1.16866716088391,1.0,0.1872003227472305
10944,MEGESTROL ACETATE,bleomycin,DB00351,DB00290,ACH-000750,skin,-9.92677154818564,0.0,0.1539552360773086
10945,MEGESTROL ACETATE,bleomycin,DB00351,DB00290,ACH-000768,breast,-24.8557075624128,0.0,0.2325647324323654
10946,MEGESTROL ACETATE,bleomycin,DB00351,DB00290,ACH-000969,large_intestine,3.97503664384958,1.0,0.1916775703430175
10947,Gefitinib,bleomycin,DB00317,DB00290,ACH-000615,skin,-0.312257843005935,0.0,0.4878472685813904
10948,Gefitinib,bleomycin,DB00317,DB00290,ACH-000551,haematopoietic_and_lymphoid,2.83595976759354,1.0,0.4676808416843414
10949,Gefitinib,bleomycin,DB00317,DB00290,ACH-000579,skin,3.15996854434862,1.0,0.4775964915752411
10950,23541-50-6,bleomycin,DB00694,DB00290,ACH-000655,brain,-1.48233098443872,0.0,0.3476724326610565
10951,23541-50-6,bleomycin,DB00694,DB00290,ACH-000651,large_intestine,-6.52152219461313,0.0,0.2398811429738998
10952,23541-50-6,bleomycin,DB00694,DB00290,ACH-000273,brain,-6.97455280721622,0.0,0.4022927284240722
10953,23541-50-6,bleomycin,DB00694,DB00290,ACH-001151,ovary,-4.72126858123888,0.0,0.2805581986904144
10954,23541-50-6,bleomycin,DB00694,DB00290,ACH-000343,lung,-0.272460981754043,0.0,0.3165658414363861
10955,23541-50-6,bleomycin,DB00694,DB00290,ACH-000768,breast,-1.80431115566656,0.0,0.4297151267528534
10956,23541-50-6,bleomycin,DB00694,DB00290,ACH-000696,ovary,-2.08427369266179,0.0,0.4660636186599731
10957,23541-50-6,bleomycin,DB00694,DB00290,ACH-000969,large_intestine,1.34479346715519,1.0,0.3649039566516876
10958,Vepesid J,bleomycin,DB00773,DB00290,ACH-000477,skin,-4.9783824423768,0.0,0.4642925858497619
10959,Vepesid J,bleomycin,DB00773,DB00290,ACH-000681,lung,3.09103377659399,1.0,0.5203729271888733
10960,Vepesid J,bleomycin,DB00773,DB00290,ACH-000750,skin,0.736561668668693,1.0,0.3875170946121216
10961,Vepesid J,bleomycin,DB00773,DB00290,ACH-000433,kidney,3.8899346992588,1.0,0.5330609679222107
10962,Vepesid J,bleomycin,DB00773,DB00290,ACH-000706,lung,0.64918567363611,1.0,0.4757972955703735
10963,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-000376,brain,-53.0806145875667,0.0,0.2044636756181717
10964,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-001151,ovary,-12.67138807381,0.0,0.1307533532381057
10965,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-000966,ovary,-16.7337846004306,0.0,0.1870281100273132
10966,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-000817,haematopoietic_and_lymphoid,-19.5280525660066,0.0,0.1043911799788475
10967,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-000367,lung,-1.08836815286923,0.0,0.2157076001167297
10968,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-000148,breast,-24.2167255864174,0.0,0.2363333255052566
10969,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-000555,kidney,-21.2691166951069,0.0,0.1799813956022262
10970,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-000232,brain,-15.610769644911,0.0,0.1852440387010574
10971,Pazopanib hydrochloride,bleomycin,DB06589,DB00290,ACH-000019,breast,-6.35688064540653,0.0,0.0868711471557617
10972,Vemurafenib,bleomycin,DB08881,DB00290,ACH-000504,brain,-13.2647388966792,0.0,0.1441367119550705
10973,Vemurafenib,bleomycin,DB08881,DB00290,ACH-000288,breast,-21.3770841259052,0.0,0.1270824819803238
10974,Vemurafenib,bleomycin,DB08881,DB00290,ACH-000046,kidney,-34.0059123515353,0.0,0.1582054495811462
10975,Vemurafenib,bleomycin,DB08881,DB00290,ACH-000966,ovary,-13.5811207484518,0.0,0.1457635909318924
10976,Vemurafenib,bleomycin,DB08881,DB00290,ACH-000343,lung,-23.1376785556292,0.0,0.1227967739105224
10977,Vemurafenib,bleomycin,DB08881,DB00290,ACH-000579,skin,-0.671639888427859,0.0,0.1234810352325439
10978,Vemurafenib,bleomycin,DB08881,DB00290,ACH-000232,brain,-29.4406914610176,0.0,0.1368802785873413
10979,Vemurafenib,bleomycin,DB08881,DB00290,ACH-000090,prostate,-10.6711945249666,0.0,0.1731313318014145
10980,Abiraterone,bleomycin,DB05812,DB00290,ACH-000376,brain,-44.7353193913397,0.0,0.175378993153572
10981,Abiraterone,bleomycin,DB05812,DB00290,ACH-000655,brain,-20.2019111466822,0.0,0.1003681048750877
10982,Abiraterone,bleomycin,DB05812,DB00290,ACH-001151,ovary,-3.06623185239242,0.0,0.1723888218402862
10983,Abiraterone,bleomycin,DB05812,DB00290,ACH-000861,lung,-46.1512390182668,0.0,0.151366651058197
10984,Abiraterone,bleomycin,DB05812,DB00290,ACH-000579,skin,-1.45299650445774,0.0,0.1314863115549087
10985,Abiraterone,bleomycin,DB05812,DB00290,ACH-000617,ovary,-3.83771887564768,0.0,0.1629828065633773
10986,Abiraterone,bleomycin,DB05812,DB00290,ACH-000706,lung,-1.7101964613675,0.0,0.1977248340845108
10987,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-001190,skin,-20.5691164822436,0.0,0.2054435163736343
10988,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-000477,skin,-9.59469792256625,0.0,0.3947175443172455
10989,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-000425,skin,-5.68818358475895,0.0,0.3591211140155792
10990,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-000651,large_intestine,-31.5430520131234,0.0,0.3437049090862274
10991,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-000825,lung,2.09928799280743,1.0,0.3958158791065216
10992,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-000817,haematopoietic_and_lymphoid,-17.174294734221,0.0,0.2140092998743057
10993,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-000367,lung,-6.1770931921533,0.0,0.3737454712390899
10994,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-000617,ovary,-7.06847324190784,0.0,0.3566983044147491
10995,CABAZITAXEL,bleomycin,DB06772,DB00290,ACH-000428,kidney,3.35777640336686,1.0,0.4617503881454468
