,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Loewe score,Actuals,Proba
5454,Navitoclax,TCS 401,DB12340,DB03670,ACH-000788,skin,-16.9178535269459,0.0,0.0276973787695169
5455,Navitoclax,TCS 401,DB12340,DB03670,ACH-000615,skin,-2.7566826217745,0.0,0.616731584072113
5456,Navitoclax,TCS 401,DB12340,DB03670,ACH-000614,skin,-17.4613975788564,0.0,0.2811173498630523
5457,Bexarotene,TCS 401,DB00307,DB03670,ACH-001190,skin,-4.27291668973777,0.0,0.7182493805885315
5458,Bexarotene,TCS 401,DB00307,DB03670,ACH-000219,skin,-34.5275881983591,0.0,0.3544187843799591
5459,Bexarotene,TCS 401,DB00307,DB03670,ACH-000614,skin,4.33757177723876,1.0,0.3762021064758301
5460,Bexarotene,TCS 401,DB00307,DB03670,ACH-000450,skin,2.46209264382542,1.0,0.6794629096984863
5461,Bexarotene,TCS 401,DB00307,DB03670,ACH-000730,skin,14.8413288444747,1.0,0.3310838043689728
5462,Cediranib,TCS 401,DB04849,DB03670,ACH-001190,skin,-15.0017170315519,0.0,0.1019713431596756
5463,Cediranib,TCS 401,DB04849,DB03670,ACH-000615,skin,-13.9146900962091,0.0,0.2969752550125122
5464,Cediranib,TCS 401,DB04849,DB03670,ACH-000644,skin,-16.5897412671108,0.0,0.193412959575653
5465,Cediranib,TCS 401,DB04849,DB03670,ACH-000450,skin,-5.76194363640689,0.0,0.0433349683880806
5466,racemic-Tasocitinib,TCS 401,DB08895,DB03670,ACH-000788,skin,-4.75531147379561,0.0,0.0749724209308624
5467,racemic-Tasocitinib,TCS 401,DB08895,DB03670,ACH-000987,skin,-12.493548929207,0.0,0.1160448938608169
5468,Decitabine,TCS 401,DB01262,DB03670,ACH-000614,skin,8.83711358994384,1.0,0.5750933289527893
5469,Decitabine,TCS 401,DB01262,DB03670,ACH-000579,skin,-13.4173985499061,0.0,0.8247047662734985
5470,Decitabine,TCS 401,DB01262,DB03670,ACH-000750,skin,-10.0004185111214,0.0,0.0929210036993026
5471,Decitabine,TCS 401,DB01262,DB03670,ACH-000730,skin,5.5847629940188,1.0,0.4990276098251343
5472,Decitabine,TCS 401,DB01262,DB03670,ACH-000401,skin,-33.216811132435,0.0,0.2645762264728546
5473,Decitabine,TCS 401,DB01262,DB03670,ACH-000987,skin,0.181021333242076,1.0,0.5698180794715881
5474,Dovitinib,TCS 401,DB05928,DB03670,ACH-000304,skin,-4.13009589046857,0.0,0.3648987114429474
5475,Dovitinib,TCS 401,DB05928,DB03670,ACH-000348,skin,-8.67631527626539,0.0,0.3754189610481262
5476,Dovitinib,TCS 401,DB05928,DB03670,ACH-000425,skin,-8.39350633074272,0.0,0.7164418697357178
5477,Dovitinib,TCS 401,DB05928,DB03670,ACH-000579,skin,17.8511900445522,1.0,0.935866117477417
5478,Dovitinib,TCS 401,DB05928,DB03670,ACH-000572,skin,15.4179390033313,1.0,0.8247334361076355
5479,Dovitinib,TCS 401,DB05928,DB03670,ACH-000730,skin,-2.89768659299945,0.0,0.8594204783439636
5480,Dovitinib,TCS 401,DB05928,DB03670,ACH-000401,skin,-47.6227061586623,0.0,0.3457203507423401
5481,Enzastaurin,TCS 401,DB06486,DB03670,ACH-000644,skin,-15.4850284660555,0.0,0.2635131776332855
5482,Enzastaurin,TCS 401,DB06486,DB03670,ACH-000614,skin,-13.2438462719042,0.0,0.3169363439083099
5483,Enzastaurin,TCS 401,DB06486,DB03670,ACH-000579,skin,5.63731884336286,1.0,0.4723052680492401
5484,Enzastaurin,TCS 401,DB06486,DB03670,ACH-000572,skin,0.388334334502918,1.0,0.346660315990448
5485,Enzastaurin,TCS 401,DB06486,DB03670,ACH-000730,skin,1.39835672421164,1.0,0.1453366577625274
5486,Enzastaurin,TCS 401,DB06486,DB03670,ACH-000987,skin,-0.31401133963512,0.0,0.0611069798469543
5487,"001, RAD",TCS 401,DB01590,DB03670,ACH-001190,skin,-13.3179741579214,0.0,0.3820327222347259
5488,"001, RAD",TCS 401,DB01590,DB03670,ACH-000450,skin,-31.8287742156884,0.0,0.0567952543497085
5489,"001, RAD",TCS 401,DB01590,DB03670,ACH-000401,skin,-31.2864800602612,0.0,0.1264718621969223
5490,"001, RAD",TCS 401,DB01590,DB03670,ACH-000987,skin,7.8532439603444,1.0,0.4758675396442413
5491,49843-98-3,TCS 401,DB13978,DB03670,ACH-000008,skin,-23.3018793338468,0.0,0.4496036469936371
5492,49843-98-3,TCS 401,DB13978,DB03670,ACH-001190,skin,-4.05110712713129,0.0,0.1906598210334777
5493,49843-98-3,TCS 401,DB13978,DB03670,ACH-000425,skin,-28.0040676908671,0.0,0.4237073957920074
5494,49843-98-3,TCS 401,DB13978,DB03670,ACH-000219,skin,-21.8107829530843,0.0,0.1752790063619613
5495,49843-98-3,TCS 401,DB13978,DB03670,ACH-000579,skin,-13.0366534226401,0.0,0.8348968625068665
5496,49843-98-3,TCS 401,DB13978,DB03670,ACH-000730,skin,-5.7183398103793,0.0,0.2080901563167572
5497,Fingolimod,TCS 401,DB08868,DB03670,ACH-000644,skin,-20.4558222673727,0.0,0.1014610528945922
5498,Fingolimod,TCS 401,DB08868,DB03670,ACH-000572,skin,-48.931131787846,0.0,0.0566419884562492
5499,Daporinad,TCS 401,DB12731,DB03670,ACH-000348,skin,-12.5634984267341,0.0,0.1951781958341598
5500,Daporinad,TCS 401,DB12731,DB03670,ACH-000968,skin,-9.39955667219978,0.0,0.2499306946992874
5501,Daporinad,TCS 401,DB12731,DB03670,ACH-000425,skin,17.1336670071402,1.0,0.3563189208507538
5502,Daporinad,TCS 401,DB12731,DB03670,ACH-000614,skin,3.23472888166054,1.0,0.6534963250160217
5503,Daporinad,TCS 401,DB12731,DB03670,ACH-000450,skin,-9.24439085976558,0.0,0.1387681663036346
5504,Daporinad,TCS 401,DB12731,DB03670,ACH-000401,skin,-6.8669335928399,0.0,0.9142163395881652
5505,GW0742,TCS 401,DB05416,DB03670,ACH-000579,skin,0.435811285034696,1.0,0.6136957406997681
5506,GW0742,TCS 401,DB05416,DB03670,ACH-000450,skin,-9.74597564308752,0.0,0.2082867324352264
5507,GW0742,TCS 401,DB05416,DB03670,ACH-000572,skin,-7.2499926514446,0.0,0.0701076313853263
5508,GW0742,TCS 401,DB05416,DB03670,ACH-000401,skin,-29.3622648483646,0.0,0.0390977151691913
5509,GW9662,TCS 401,DB07863,DB03670,ACH-000304,skin,-1.72687896296968,0.0,0.0577546879649162
5510,GW9662,TCS 401,DB07863,DB03670,ACH-000008,skin,-6.83645345860176,0.0,0.0711968764662742
5511,GW9662,TCS 401,DB07863,DB03670,ACH-000614,skin,8.50019252655414,1.0,0.3974045813083648
5512,GW9662,TCS 401,DB07863,DB03670,ACH-000730,skin,-6.51132117264283,0.0,0.1587967127561569
5513,TCS JNK 5a,TCS 401,DB07217,DB03670,ACH-000008,skin,-11.9495728311649,0.0,0.3700257539749145
5514,TCS JNK 5a,TCS 401,DB07217,DB03670,ACH-000219,skin,-57.321011488619,0.0,0.1986846327781677
5515,TCS JNK 5a,TCS 401,DB07217,DB03670,ACH-000644,skin,-10.9237910451741,0.0,0.438961923122406
5516,TCS JNK 5a,TCS 401,DB07217,DB03670,ACH-000572,skin,-11.0491787236334,0.0,0.4583877623081207
5517,Lestaurtinib,TCS 401,DB06469,DB03670,ACH-000348,skin,-29.5374617029895,0.0,0.4037031829357147
5518,Lestaurtinib,TCS 401,DB06469,DB03670,ACH-000644,skin,-13.4177737930529,0.0,0.1595629453659057
5519,Lestaurtinib,TCS 401,DB06469,DB03670,ACH-000750,skin,-31.8797652796947,0.0,0.2019716054201126
5520,Midostaurin,TCS 401,DB06595,DB03670,ACH-000348,skin,-14.7779057238312,0.0,0.1692541986703872
5521,Midostaurin,TCS 401,DB06595,DB03670,ACH-000788,skin,-17.7521598321315,0.0,0.1310906112194061
5522,Midostaurin,TCS 401,DB06595,DB03670,ACH-000915,skin,5.0877245781309,1.0,0.6306818127632141
5523,Midostaurin,TCS 401,DB06595,DB03670,ACH-000572,skin,-16.5993300176072,0.0,0.3489007949829101
5524,nilutamide,TCS 401,DB00665,DB03670,ACH-000348,skin,-18.2270150310025,0.0,0.6493765115737915
5525,nilutamide,TCS 401,DB00665,DB03670,ACH-000644,skin,-17.6833293981236,0.0,0.1234895288944244
5526,nilutamide,TCS 401,DB00665,DB03670,ACH-000450,skin,-10.4002899435434,0.0,0.3653517663478851
5527,nilutamide,TCS 401,DB00665,DB03670,ACH-000401,skin,10.7881034175978,1.0,0.2414391487836837
5528,Nutlin-3,TCS 401,DB04144,DB03670,ACH-000348,skin,-7.85739190893461,0.0,0.2966361343860626
5529,Nutlin-3,TCS 401,DB04144,DB03670,ACH-000788,skin,-3.1726232458728,0.0,0.7046014666557312
5530,Nutlin-3,TCS 401,DB04144,DB03670,ACH-000425,skin,-7.26321904048792,0.0,0.3508443534374237
5531,Nutlin-3,TCS 401,DB04144,DB03670,ACH-000644,skin,-11.6689046144891,0.0,0.5151070952415466
5532,Nutlin-3,TCS 401,DB04144,DB03670,ACH-000579,skin,-0.871126625467041,0.0,0.976345717906952
5533,Linsitinib,TCS 401,DB06075,DB03670,ACH-001190,skin,3.56436021471885,1.0,0.8506867289543152
5534,Linsitinib,TCS 401,DB06075,DB03670,ACH-000348,skin,-7.30901375802395,0.0,0.5517671704292297
5535,Linsitinib,TCS 401,DB06075,DB03670,ACH-000968,skin,-15.0112661564451,0.0,0.2161050587892532
5536,Linsitinib,TCS 401,DB06075,DB03670,ACH-000425,skin,10.6002983316393,1.0,0.4438744187355041
5537,Linsitinib,TCS 401,DB06075,DB03670,ACH-000401,skin,-6.33335307904101,0.0,0.2944561541080475
5538,Palbociclib,TCS 401,DB09073,DB03670,ACH-000008,skin,8.31312197339937,1.0,0.7294223308563232
5539,Palbociclib,TCS 401,DB09073,DB03670,ACH-000348,skin,22.8907922369613,1.0,0.6545604467391968
5540,Palbociclib,TCS 401,DB09073,DB03670,ACH-000788,skin,-14.2633821889064,0.0,0.1194556578993797
5541,Palbociclib,TCS 401,DB09073,DB03670,ACH-000425,skin,-14.7815550454236,0.0,0.7667930722236633
5542,Palbociclib,TCS 401,DB09073,DB03670,ACH-000614,skin,1.78344689286301,1.0,0.3525673449039459
5543,Palbociclib,TCS 401,DB09073,DB03670,ACH-000915,skin,4.63254011433308,1.0,0.3370835185050964
5544,Palbociclib,TCS 401,DB09073,DB03670,ACH-000572,skin,-7.46442046050425,0.0,0.4952004849910736
5545,Palbociclib,TCS 401,DB09073,DB03670,ACH-000987,skin,27.1922097739251,1.0,0.8103001713752747
5546,Pazopanib,TCS 401,DB06589,DB03670,ACH-000348,skin,-0.820731750734982,0.0,0.4080339670181274
5547,Pazopanib,TCS 401,DB06589,DB03670,ACH-000788,skin,1.50142549404648,1.0,0.1804064512252807
5548,Pazopanib,TCS 401,DB06589,DB03670,ACH-000425,skin,-2.39870918745949,0.0,0.4137291014194488
5549,Perifosine,TCS 401,DB06641,DB03670,ACH-000788,skin,-11.0242560421813,0.0,0.0967734009027481
5550,Perifosine,TCS 401,DB06641,DB03670,ACH-000615,skin,21.8687220728054,1.0,0.544378936290741
5551,Perifosine,TCS 401,DB06641,DB03670,ACH-000219,skin,-25.2616596718909,0.0,0.678520679473877
5552,Perifosine,TCS 401,DB06641,DB03670,ACH-000614,skin,-4.93847899431482,0.0,0.1414220780134201
5553,Perifosine,TCS 401,DB06641,DB03670,ACH-000579,skin,-4.88519713612008,0.0,0.5594388246536255
5554,Perifosine,TCS 401,DB06641,DB03670,ACH-000450,skin,-10.2402357572888,0.0,0.070514440536499
5555,Perifosine,TCS 401,DB06641,DB03670,ACH-000572,skin,-6.26223835963267,0.0,0.51543128490448
5556,Perifosine,TCS 401,DB06641,DB03670,ACH-000730,skin,3.86791315559471,1.0,0.2185297757387161
5557,Pioglitazone,TCS 401,DB01132,DB03670,ACH-000219,skin,-32.5136015533354,0.0,0.4853686988353729
5558,Pioglitazone,TCS 401,DB01132,DB03670,ACH-000644,skin,-5.07417599173714,0.0,0.1394979655742645
5559,Pioglitazone,TCS 401,DB01132,DB03670,ACH-000614,skin,-15.4308029911583,0.0,0.338646799325943
5560,Pioglitazone,TCS 401,DB01132,DB03670,ACH-000401,skin,12.2959219812946,1.0,0.0942270532250404
5561,PLX-4720,TCS 401,DB06999,DB03670,ACH-000644,skin,-1.28843072641928,0.0,0.2159226685762405
5562,PLX-4720,TCS 401,DB06999,DB03670,ACH-000730,skin,-13.4353772000282,0.0,0.3911600112915039
5563,SNS-032,TCS 401,DB05969,DB03670,ACH-000348,skin,3.81943335201273,1.0,0.3608304560184479
5564,SNS-032,TCS 401,DB05969,DB03670,ACH-000614,skin,-17.6903828782816,0.0,0.4175006151199341
5565,SNS-032,TCS 401,DB05969,DB03670,ACH-000750,skin,-18.7658548855471,0.0,0.2145274132490158
5566,SNS-032,TCS 401,DB05969,DB03670,ACH-000915,skin,-0.689504613716491,0.0,0.2273178547620773
5567,SNS-032,TCS 401,DB05969,DB03670,ACH-000730,skin,-17.9616172061705,0.0,0.295939177274704
5568,SNS-032,TCS 401,DB05969,DB03670,ACH-000987,skin,-12.6287405886381,0.0,0.2829612493515014
5569,SNS-314,TCS 401,DB06134,DB03670,ACH-000304,skin,6.80882561080728,1.0,0.3792629539966583
5570,SNS-314,TCS 401,DB06134,DB03670,ACH-001190,skin,-13.9553777913234,0.0,0.3935039937496185
5571,SNS-314,TCS 401,DB06134,DB03670,ACH-000968,skin,-8.43270598218241,0.0,0.2424028664827346
5572,SNS-314,TCS 401,DB06134,DB03670,ACH-000219,skin,-48.3101314916166,0.0,0.2273632735013961
5573,SNS-314,TCS 401,DB06134,DB03670,ACH-000644,skin,4.2717683445834,1.0,0.2792669236660003
5574,SNS-314,TCS 401,DB06134,DB03670,ACH-000401,skin,-41.8177169582099,0.0,0.0355200245976448
5575,SNS-314,TCS 401,DB06134,DB03670,ACH-000987,skin,11.9560800895693,1.0,0.6957523822784424
5576,su6656,TCS 401,DB08039,DB03670,ACH-001190,skin,-10.180665968479,0.0,0.4285224378108978
5577,su6656,TCS 401,DB08039,DB03670,ACH-000968,skin,-3.66391466550079,0.0,0.222606211900711
5578,su6656,TCS 401,DB08039,DB03670,ACH-000219,skin,22.9104730265496,1.0,0.1322432905435562
5579,su6656,TCS 401,DB08039,DB03670,ACH-000450,skin,7.34324563271438,1.0,0.2893866896629333
5580,su6656,TCS 401,DB08039,DB03670,ACH-000915,skin,-0.0730397530068361,0.0,0.6061593890190125
5581,su6656,TCS 401,DB08039,DB03670,ACH-000730,skin,6.03000245022246,1.0,0.2156384587287902
5582,su6656,TCS 401,DB08039,DB03670,ACH-000401,skin,-30.939616026695,0.0,0.1423778086900711
5583,T0901317,TCS 401,DB07080,DB03670,ACH-000304,skin,-1.31094141327742,0.0,0.2896146178245544
5584,T0901317,TCS 401,DB07080,DB03670,ACH-000348,skin,-22.1665643455028,0.0,0.4256617426872253
5585,841290-80-0,TCS 401,DB07159,DB03670,ACH-001190,skin,-9.39126989981176,0.0,0.8028802275657654
5586,Tanespimycin,TCS 401,DB12442,DB03670,ACH-001190,skin,-6.48336929265445,0.0,0.515095055103302
5587,Tanespimycin,TCS 401,DB12442,DB03670,ACH-000425,skin,-29.5130660718941,0.0,0.1980038434267044
5588,Tanespimycin,TCS 401,DB12442,DB03670,ACH-000219,skin,-48.8573005372232,0.0,0.1515360176563263
5589,Tanespimycin,TCS 401,DB12442,DB03670,ACH-000579,skin,6.5023068862774,1.0,0.7935965657234192
5590,Tanespimycin,TCS 401,DB12442,DB03670,ACH-000450,skin,-5.24496213215641,0.0,0.2226656526327133
5591,Tanespimycin,TCS 401,DB12442,DB03670,ACH-000915,skin,7.86514091123803,1.0,0.3633145689964294
5592,Tideglusib,TCS 401,DB12129,DB03670,ACH-001190,skin,-5.08041018312972,0.0,0.3810445070266723
5593,Tideglusib,TCS 401,DB12129,DB03670,ACH-000348,skin,5.85561787354733,1.0,0.3924525678157806
5594,Tideglusib,TCS 401,DB12129,DB03670,ACH-000425,skin,17.2730752954292,1.0,0.3564041256904602
5595,Tideglusib,TCS 401,DB12129,DB03670,ACH-000579,skin,-5.44258448871424,0.0,0.3087379038333893
5596,Tideglusib,TCS 401,DB12129,DB03670,ACH-000401,skin,-39.620624764291,0.0,0.0565996877849102
5597,Tipifarnib,TCS 401,DB04960,DB03670,ACH-000008,skin,-13.5948688493966,0.0,0.3873744308948517
5598,Tipifarnib,TCS 401,DB04960,DB03670,ACH-001190,skin,-9.57064202730624,0.0,0.5909674763679504
5599,Tipifarnib,TCS 401,DB04960,DB03670,ACH-000348,skin,-20.0319458641164,0.0,0.2394634783267974
5600,Tipifarnib,TCS 401,DB04960,DB03670,ACH-000401,skin,-51.9774831043612,0.0,0.1914435923099517
5601,Vatalanib,TCS 401,DB04879,DB03670,ACH-000425,skin,-15.0873360242434,0.0,0.1111299768090248
5602,Vatalanib,TCS 401,DB04879,DB03670,ACH-000750,skin,-70.6079866756735,0.0,0.1525473296642303
5603,Vatalanib,TCS 401,DB04879,DB03670,ACH-000401,skin,-16.1560796131695,0.0,0.123723603785038
5604,VX-702,TCS 401,DB05470,DB03670,ACH-001190,skin,2.37667360397934,1.0,0.6184089779853821
5605,VX-702,TCS 401,DB05470,DB03670,ACH-000968,skin,-4.54947054939924,0.0,0.1220392510294914
5606,VX-702,TCS 401,DB05470,DB03670,ACH-000614,skin,-18.1033270567888,0.0,0.3098626136779785
5607,VX-702,TCS 401,DB05470,DB03670,ACH-000450,skin,-5.16340874765201,0.0,0.2416033148765564
5608,RAF265,TCS 401,DB05984,DB03670,ACH-000219,skin,-4.74105975399931,0.0,0.2278021723031997
5609,RAF265,TCS 401,DB05984,DB03670,ACH-000572,skin,-39.1421540567816,0.0,0.1142606064677238
5610,RAF265,TCS 401,DB05984,DB03670,ACH-000730,skin,-27.3093058439994,0.0,0.3167265355587005
5611,RAF265,TCS 401,DB05984,DB03670,ACH-000987,skin,0.277415745087476,1.0,0.2382272332906723
5612,vincristine,TCS 401,DB00541,DB03670,ACH-001190,skin,32.9924275602407,1.0,0.8612944483757019
5613,vincristine,TCS 401,DB00541,DB03670,ACH-000450,skin,-2.23734877364643,0.0,0.468150645494461
5614,Vorinostat,Tipifarnib,DB02546,DB04960,ACH-000788,skin,8.06954151874332,1.0,0.86458820104599
5615,Vorinostat,Tipifarnib,DB02546,DB04960,ACH-000219,skin,-9.30345730105633,0.0,0.9130904078483582
5616,Vorinostat,Tipifarnib,DB02546,DB04960,ACH-000614,skin,-5.40891170266539,0.0,0.6209417581558228
5617,Vorinostat,Tipifarnib,DB02546,DB04960,ACH-000450,skin,13.7669673331833,1.0,0.8773500323295593
5618,Vorinostat,Tipifarnib,DB02546,DB04960,ACH-000401,skin,-42.3750284222951,0.0,0.329841285943985
5619,Vorinostat,Tipifarnib,DB02546,DB04960,ACH-000987,skin,-2.2594173282357,0.0,0.8941113352775574
5620,Selumetinib,Tipifarnib,DB11689,DB04960,ACH-001190,skin,0.621717585577821,1.0,0.2624619603157043
5621,Selumetinib,Tipifarnib,DB11689,DB04960,ACH-000968,skin,3.2661614503649,1.0,0.9793648719787598
5622,Selumetinib,Tipifarnib,DB11689,DB04960,ACH-000219,skin,26.6986101935816,1.0,0.7282609343528748
5623,Selumetinib,Tipifarnib,DB11689,DB04960,ACH-000614,skin,-3.90328789550991,0.0,0.6653147339820862
5624,Selumetinib,Tipifarnib,DB11689,DB04960,ACH-000750,skin,-29.583589124759,0.0,0.072111390531063
5625,Selumetinib,Tipifarnib,DB11689,DB04960,ACH-000730,skin,-16.2219659110795,0.0,0.1590629667043686
5626,Sunitinib,Tipifarnib,DB01268,DB04960,ACH-000615,skin,-4.89185392816987,0.0,0.245727390050888
5627,Sunitinib,Tipifarnib,DB01268,DB04960,ACH-000750,skin,-8.54594744825141,0.0,0.0380457639694213
5628,Dasatinib,Tipifarnib,DB01254,DB04960,ACH-000304,skin,12.5743210745608,1.0,0.977316915988922
5629,Dasatinib,Tipifarnib,DB01254,DB04960,ACH-000615,skin,10.6487350224968,1.0,0.8805372714996338
5630,Dasatinib,Tipifarnib,DB01254,DB04960,ACH-000579,skin,-6.7724705978365,0.0,0.9570868611335754
5631,Nilotinib,Tipifarnib,DB04868,DB04960,ACH-000008,skin,-1.45481242351597,0.0,0.609046995639801
5632,Nilotinib,Tipifarnib,DB04868,DB04960,ACH-000788,skin,2.73632124401535,1.0,0.3481728732585907
5633,Nilotinib,Tipifarnib,DB04868,DB04960,ACH-000219,skin,-11.7438061509522,0.0,0.4441748857498169
5634,Nilotinib,Tipifarnib,DB04868,DB04960,ACH-000579,skin,8.75322753231059,1.0,0.6244823932647705
5635,Nilotinib,Tipifarnib,DB04868,DB04960,ACH-000915,skin,-1.29830100578796,0.0,0.1345279514789581
5636,Nilotinib,Tipifarnib,DB04868,DB04960,ACH-000572,skin,-0.79502781228859,0.0,0.2690320014953613
5637,Nilotinib,Tipifarnib,DB04868,DB04960,ACH-000987,skin,6.07447830144062,1.0,0.8444369435310364
5638,docetaxel,Tipifarnib,DB01248,DB04960,ACH-000348,skin,17.233299682228,1.0,0.3164979815483093
5639,Sorafenib,Tipifarnib,DB00398,DB04960,ACH-000425,skin,9.77413164075174,1.0,0.9471726417541504
5640,Sorafenib,Tipifarnib,DB00398,DB04960,ACH-000219,skin,-21.3577129010677,0.0,0.3696621358394623
5641,Sorafenib,Tipifarnib,DB00398,DB04960,ACH-000730,skin,-3.38276834726215,0.0,0.8173834085464478
5642,Lapatinib,Tipifarnib,DB01259,DB04960,ACH-000579,skin,10.7293860609645,1.0,0.6410387754440308
5643,Lapatinib,Tipifarnib,DB01259,DB04960,ACH-000750,skin,10.5674555481293,1.0,0.2812370955944061
5644,Lapatinib,Tipifarnib,DB01259,DB04960,ACH-000915,skin,-12.1553274847953,0.0,0.3545059859752655
5645,Lenalidomide,Tipifarnib,DB00480,DB04960,ACH-000579,skin,11.8434154153682,1.0,0.940771758556366
5646,Lenalidomide,Tipifarnib,DB00480,DB04960,ACH-000730,skin,9.94983953290801,1.0,0.6927323937416077
5647,Bortezomib,Tipifarnib,DB00188,DB04960,ACH-000788,skin,-10.0739680047545,0.0,0.0496240928769111
5648,Bortezomib,Tipifarnib,DB00188,DB04960,ACH-000572,skin,14.4046338126136,1.0,0.3829176723957062
5649,Vismodegib,Tipifarnib,DB08828,DB04960,ACH-001190,skin,1.78501441726637,1.0,0.4647080600261688
5650,Vismodegib,Tipifarnib,DB08828,DB04960,ACH-000750,skin,-19.1095874480726,0.0,0.2520592510700226
5651,Crizotinib,Tipifarnib,DB08865,DB04960,ACH-000008,skin,-1.89787837910244,0.0,0.7690377831459045
5652,Crizotinib,Tipifarnib,DB08865,DB04960,ACH-000348,skin,2.96510598966324,1.0,0.3074504137039184
5653,Crizotinib,Tipifarnib,DB08865,DB04960,ACH-000968,skin,-4.18417896278999,0.0,0.8675841689109802
5654,Ruxolitinib,Tipifarnib,DB08877,DB04960,ACH-000008,skin,-21.312016442396,0.0,0.7238906025886536
5655,Ruxolitinib,Tipifarnib,DB08877,DB04960,ACH-000348,skin,-0.227296767533955,0.0,0.1865711659193039
5656,Ruxolitinib,Tipifarnib,DB08877,DB04960,ACH-000968,skin,-1.66120039781064,0.0,0.8855727314949036
5657,Ruxolitinib,Tipifarnib,DB08877,DB04960,ACH-000615,skin,-5.40091468955684,0.0,0.6059840321540833
5658,Ruxolitinib,Tipifarnib,DB08877,DB04960,ACH-000644,skin,-10.1889416996382,0.0,0.2367998510599136
5659,Veliparib,Tipifarnib,DB07232,DB04960,ACH-000304,skin,20.2177521348423,1.0,0.589714527130127
5660,Veliparib,Tipifarnib,DB07232,DB04960,ACH-000450,skin,1.80272907248224,1.0,0.6059420108795166
5661,MK-1775,Tipifarnib,DB11740,DB04960,ACH-000304,skin,11.6230748499045,1.0,0.9747126698493958
5662,MK-1775,Tipifarnib,DB11740,DB04960,ACH-000614,skin,5.91701534843866,1.0,0.9443342685699464
5663,Erlotinib,Tipifarnib,DB00530,DB04960,ACH-000968,skin,-3.90348610974093,0.0,0.853488564491272
5664,Erlotinib,Tipifarnib,DB00530,DB04960,ACH-000788,skin,14.4544955989823,1.0,0.8795465230941772
5665,Erlotinib,Tipifarnib,DB00530,DB04960,ACH-000219,skin,-4.35787581016215,0.0,0.4693254232406616
5666,Erlotinib,Tipifarnib,DB00530,DB04960,ACH-000614,skin,5.43032184745445,1.0,0.4255387485027313
5667,Erlotinib,Tipifarnib,DB00530,DB04960,ACH-000915,skin,0.272783198316712,1.0,0.1810190677642822
5668,Erlotinib,Tipifarnib,DB00530,DB04960,ACH-000401,skin,-28.262624179841,0.0,0.2062645256519317
5669,Erlotinib,Tipifarnib,DB00530,DB04960,ACH-000987,skin,12.7582896659299,1.0,0.8865190148353577
5670,etoposide,Tipifarnib,DB00773,DB04960,ACH-000348,skin,-19.181583589966,0.0,0.6024461984634399
5671,etoposide,Tipifarnib,DB00773,DB04960,ACH-000425,skin,-12.757343589469,0.0,0.179736390709877
5672,etoposide,Tipifarnib,DB00773,DB04960,ACH-000614,skin,6.65907790435799,1.0,0.2904829680919647
5673,gemcitabine,Tipifarnib,DB00441,DB04960,ACH-000730,skin,-3.70982493381768,0.0,0.6442398428916931
5674,Navitoclax,Tipifarnib,DB12340,DB04960,ACH-000348,skin,17.6815471571177,1.0,0.8579359650611877
5675,Navitoclax,Tipifarnib,DB12340,DB04960,ACH-000968,skin,11.0575133158796,1.0,0.9627768397331238
5676,Navitoclax,Tipifarnib,DB12340,DB04960,ACH-000615,skin,4.1720023415382,1.0,0.9726698398590088
5677,Navitoclax,Tipifarnib,DB12340,DB04960,ACH-000219,skin,29.1318105896577,1.0,0.9938189387321472
5678,Bexarotene,Tipifarnib,DB00307,DB04960,ACH-000304,skin,8.34606483733804,1.0,0.5131009817123413
5679,Bexarotene,Tipifarnib,DB00307,DB04960,ACH-000425,skin,1.40735779529747,1.0,0.7922595143318176
5680,racemic-Tasocitinib,Tipifarnib,DB08895,DB04960,ACH-000304,skin,6.69438929919148,1.0,0.6503137946128845
5681,racemic-Tasocitinib,Tipifarnib,DB08895,DB04960,ACH-000348,skin,-13.7602246205486,0.0,0.2457549721002578
5682,racemic-Tasocitinib,Tipifarnib,DB08895,DB04960,ACH-000425,skin,6.54480052160917,1.0,0.5465993285179138
5683,racemic-Tasocitinib,Tipifarnib,DB08895,DB04960,ACH-000644,skin,-11.6318147243047,0.0,0.1480787992477417
5684,racemic-Tasocitinib,Tipifarnib,DB08895,DB04960,ACH-000572,skin,-11.9260666190902,0.0,0.4451178312301636
5685,racemic-Tasocitinib,Tipifarnib,DB08895,DB04960,ACH-000730,skin,1.66727985114019,1.0,0.3422470092773437
5686,Decitabine,Tipifarnib,DB01262,DB04960,ACH-000968,skin,-8.95632441856463,0.0,0.7738161087036133
5687,Decitabine,Tipifarnib,DB01262,DB04960,ACH-000750,skin,-15.90654009795,0.0,0.1324639916419983
5688,Dovitinib,Tipifarnib,DB05928,DB04960,ACH-000304,skin,11.366941471764,1.0,0.7951781749725342
5689,Dovitinib,Tipifarnib,DB05928,DB04960,ACH-000450,skin,2.11993952654759,1.0,0.8624758124351501
5690,Dovitinib,Tipifarnib,DB05928,DB04960,ACH-000730,skin,4.64606644123876,1.0,0.93279230594635
5691,Enzastaurin,Tipifarnib,DB06486,DB04960,ACH-000348,skin,-3.78404212241223,0.0,0.4308310449123382
5692,Enzastaurin,Tipifarnib,DB06486,DB04960,ACH-000219,skin,3.082389367549,1.0,0.9598598480224608
5693,Enzastaurin,Tipifarnib,DB06486,DB04960,ACH-000579,skin,0.0343680578277874,1.0,0.6454866528511047
