,Drug1,Drug2,Drug1_ID,Drug2_ID,DepMap_ID,Tissue,Loewe score,Actuals,Proba
6395,Vincristine sulfate,hydroxyurea,DB00541,DB01005,ACH-000825,lung,1.64908723314057,1.0,0.2976271212100982
6396,Vincristine sulfate,hydroxyurea,DB00541,DB01005,ACH-000579,skin,0.576465938665078,1.0,0.3496526181697845
6397,Vincristine sulfate,hydroxyurea,DB00541,DB01005,ACH-000148,breast,0.0900723288807451,1.0,0.3101105391979217
6398,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-001190,skin,-1.65853284179139,0.0,0.2635710537433624
6399,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-000811,ovary,-10.8504012011387,0.0,0.2130712419748306
6400,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-001151,ovary,-14.5045191879743,0.0,0.2133733630180359
6401,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-000861,lung,-88.6579677707403,0.0,0.2678879797458648
6402,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-000750,skin,-26.9263599073175,0.0,0.2031872868537902
6403,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-000367,lung,2.68845283359206,1.0,0.2460897564888
6404,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-000148,breast,-73.4536886643282,0.0,0.2540734112262726
6405,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-000147,breast,4.08367502464209,1.0,0.2820252478122711
6406,5-Fluoro-2'-deoxyuridine,hydroxyurea,DB00322,DB01005,ACH-000428,kidney,-26.9764533095382,0.0,0.2683972120285034
6407,letrozole,hydroxyurea,DB01006,DB01005,ACH-000900,lung,1.18551865077447,1.0,0.2484603226184845
6408,letrozole,hydroxyurea,DB01006,DB01005,ACH-000971,large_intestine,5.41497786427075,1.0,0.2320390790700912
6409,letrozole,hydroxyurea,DB01006,DB01005,ACH-000425,skin,2.80925976860845,1.0,0.3022149503231048
6410,letrozole,hydroxyurea,DB01006,DB01005,ACH-001151,ovary,-0.215181969543078,0.0,0.2394865453243255
6411,letrozole,hydroxyurea,DB01006,DB01005,ACH-000825,lung,0.611531495392025,1.0,0.2452228218317031
6412,letrozole,hydroxyurea,DB01006,DB01005,ACH-000551,haematopoietic_and_lymphoid,-12.5352662723735,0.0,0.2681512236595154
6413,letrozole,hydroxyurea,DB01006,DB01005,ACH-000579,skin,1.79067383554563,1.0,0.2918581068515777
6414,letrozole,hydroxyurea,DB01006,DB01005,ACH-000148,breast,1.15303677811866,1.0,0.278254896402359
6415,letrozole,hydroxyurea,DB01006,DB01005,ACH-000617,ovary,2.88377873315331,1.0,0.2058613151311874
6416,letrozole,hydroxyurea,DB01006,DB01005,ACH-000849,breast,-1.26730120167941,0.0,0.2391566187143325
6417,letrozole,hydroxyurea,DB01006,DB01005,ACH-000730,skin,-1.55010190659957,0.0,0.2776009142398834
6418,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000288,breast,-1.12521678262668,0.0,0.2720807492733001
6419,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000971,large_intestine,5.89004622498489,1.0,0.2423124760389328
6420,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000651,large_intestine,-0.678522012437864,0.0,0.2242349535226822
6421,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000273,brain,-2.5032843832445,0.0,0.2363403588533401
6422,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000001,ovary,-1.45769231339196,0.0,0.2204724997282028
6423,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000681,lung,-15.5382698912423,0.0,0.2408972233533859
6424,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000966,ovary,-0.398548365584241,0.0,0.2794291973114013
6425,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000579,skin,-3.23086313753503,0.0,0.2985250353813171
6426,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000148,breast,-26.1435324784178,0.0,0.2739712297916412
6427,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000147,breast,-16.5884880722402,0.0,0.3039543330669403
6428,Retinoic acid,hydroxyurea,DB00523,DB01005,ACH-000090,prostate,-5.69242868495351,0.0,0.2805964052677154
6429,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000504,brain,0.592542306930119,1.0,0.2112566381692886
6430,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000900,lung,-1.21181628499074,0.0,0.192002460360527
6431,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000376,brain,-3.3824118825274,0.0,0.1988908648490905
6432,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000971,large_intestine,-21.514509066532,0.0,0.1760234981775283
6433,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000615,skin,-14.917915320977,0.0,0.2123493552207946
6434,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000681,lung,-6.16410696619098,0.0,0.1730547398328781
6435,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000825,lung,-0.886444523997785,0.0,0.1916208118200302
6436,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000555,kidney,0.185352197659567,1.0,0.2004625499248504
6437,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000617,ovary,0.490385047935106,1.0,0.1574445068836212
6438,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000433,kidney,-4.49628550453026,0.0,0.1743193864822387
6439,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000997,large_intestine,0.837404136748287,1.0,0.1839033961296081
6440,Fludarabine Base,hydroxyurea,DB01073,DB01005,ACH-000428,kidney,-2.20215879385528,0.0,0.2379347831010818
6441,CYTARABINE HYDROCHLORIDE,hydroxyurea,DB00987,DB01005,ACH-000273,brain,-6.38877043506367,0.0,0.1831319034099578
6442,CYTARABINE HYDROCHLORIDE,hydroxyurea,DB00987,DB01005,ACH-001151,ovary,-34.5388690819084,0.0,0.1910449266433715
6443,CYTARABINE HYDROCHLORIDE,hydroxyurea,DB00987,DB01005,ACH-000681,lung,-44.5701208498824,0.0,0.1807678043842315
6444,CYTARABINE HYDROCHLORIDE,hydroxyurea,DB00987,DB01005,ACH-000966,ovary,-20.0201796659955,0.0,0.216324120759964
6445,CYTARABINE HYDROCHLORIDE,hydroxyurea,DB00987,DB01005,ACH-000825,lung,-18.8096780401781,0.0,0.2025012522935867
6446,CYTARABINE HYDROCHLORIDE,hydroxyurea,DB00987,DB01005,ACH-000750,skin,-36.7107371965717,0.0,0.1827745139598846
6447,CYTARABINE HYDROCHLORIDE,hydroxyurea,DB00987,DB01005,ACH-000367,lung,-6.22034492490933,0.0,0.2234684824943542
6448,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-000971,large_intestine,-11.4156369461413,0.0,0.2607159614562988
6449,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-000425,skin,-23.4108696604791,0.0,0.3206124603748321
6450,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-000615,skin,-6.11230549535132,0.0,0.3083247542381286
6451,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-000046,kidney,1.89719379339103,1.0,0.2711643874645233
6452,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-001151,ovary,-20.3614698313598,0.0,0.2753164172172546
6453,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-000966,ovary,0.1729411632132,1.0,0.3182306289672851
6454,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-000343,lung,-20.7450037289926,0.0,0.2678066194057464
6455,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-000555,kidney,-17.6317501978695,0.0,0.3044122159481048
6456,5-Fluorouracil,hydroxyurea,DB00544,DB01005,ACH-000428,kidney,-12.8388862068718,0.0,0.3590901792049408
6457,Dexrazoxane,hydroxyurea,DB00380,DB01005,ACH-000900,lung,-7.77401464659417,0.0,0.2633897364139557
6458,Dexrazoxane,hydroxyurea,DB00380,DB01005,ACH-000811,ovary,-3.96414965726693,0.0,0.2671938240528106
6459,Dexrazoxane,hydroxyurea,DB00380,DB01005,ACH-000425,skin,-2.39243388639207,0.0,0.321185439825058
6460,Dexrazoxane,hydroxyurea,DB00380,DB01005,ACH-000861,lung,-3.5898678997291,0.0,0.297768086194992
6461,Dexrazoxane,hydroxyurea,DB00380,DB01005,ACH-000750,skin,-11.7424430473122,0.0,0.2770382761955261
6462,Dexrazoxane,hydroxyurea,DB00380,DB01005,ACH-000706,lung,-8.37763785869701,0.0,0.3071065545082092
6463,Dexrazoxane,hydroxyurea,DB00380,DB01005,ACH-000997,large_intestine,-20.905904012359,0.0,0.3005302846431732
6464,Dexrazoxane,hydroxyurea,DB00380,DB01005,ACH-000428,kidney,-1.68025549670326,0.0,0.3590901792049408
6465,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000288,breast,-2.70489025900417,0.0,0.3038788437843323
6466,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000046,kidney,-15.2932381095839,0.0,0.2673099339008331
6467,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000966,ovary,-12.9476616081955,0.0,0.3074631094932556
6468,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000825,lung,-0.0280859329744916,0.0,0.2753093540668487
6469,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000861,lung,-7.69565645814964,0.0,0.3174665868282318
6470,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000750,skin,-5.54030154019208,0.0,0.2567249238491058
6471,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000555,kidney,-37.1891063536485,0.0,0.2923712730407715
6472,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000232,brain,5.30335421891915,1.0,0.2749115228652954
6473,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000147,breast,-11.0645103848775,0.0,0.3631729781627655
6474,Lapatinib,hydroxyurea,DB01259,DB01005,ACH-000090,prostate,-3.22087360530693,0.0,0.309064656496048
6475,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000504,brain,-58.8962370201319,0.0,0.2825905382633209
6476,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000900,lung,-59.9372370201319,0.0,0.2488996088504791
6477,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000376,brain,4.85289421136871,1.0,0.2646965384483337
6478,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000971,large_intestine,-5.16807449384299,0.0,0.2488044947385788
6479,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000046,kidney,-3.51070032489323,0.0,0.2534710764884949
6480,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000001,ovary,-4.53615876024122,0.0,0.2292991876602172
6481,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000861,lung,-45.1144408197539,0.0,0.2891329228878021
6482,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000551,haematopoietic_and_lymphoid,-45.9868620949009,0.0,0.2705016136169433
6483,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000148,breast,-16.7891859409172,0.0,0.28288534283638
6484,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000147,breast,-36.3267198082519,0.0,0.3193816840648651
6485,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000696,ovary,-12.1903289710019,0.0,0.2626804411411285
6486,mitoxantrone,hydroxyurea,DB01204,DB01005,ACH-000428,kidney,-40.8471706119078,0.0,0.3335119783878326
6487,Lenalidomide,hydroxyurea,DB00480,DB01005,ACH-000615,skin,6.67841722803998,1.0,0.2966031730175018
6488,Lenalidomide,hydroxyurea,DB00480,DB01005,ACH-000343,lung,-1.14876170304797,0.0,0.2819126546382904
6489,Lenalidomide,hydroxyurea,DB00480,DB01005,ACH-000825,lung,-0.662288316956016,0.0,0.2897516191005707
6490,Lenalidomide,hydroxyurea,DB00480,DB01005,ACH-000552,large_intestine,-2.22786341259177,0.0,0.2747486233711242
6491,Lenalidomide,hydroxyurea,DB00480,DB01005,ACH-000555,kidney,-0.712036370391894,0.0,0.293620616197586
6492,Navelbine ditartrate (TN),hydroxyurea,DB00361,DB01005,ACH-000900,lung,-23.8332136898613,0.0,0.2393269091844558
6493,Navelbine ditartrate (TN),hydroxyurea,DB00361,DB01005,ACH-000376,brain,-7.86863854055079,0.0,0.2601504325866699
6494,Navelbine ditartrate (TN),hydroxyurea,DB00361,DB01005,ACH-000655,brain,-28.534505657449,0.0,0.2517000138759613
6495,Navelbine ditartrate (TN),hydroxyurea,DB00361,DB01005,ACH-000649,kidney,-24.4987493038343,0.0,0.2718595564365387
6496,Navelbine ditartrate (TN),hydroxyurea,DB00361,DB01005,ACH-000551,haematopoietic_and_lymphoid,-40.076554981159,0.0,0.2574068903923034
6497,Navelbine ditartrate (TN),hydroxyurea,DB00361,DB01005,ACH-000367,lung,-23.5794363055825,0.0,0.2817708849906921
6498,Navelbine ditartrate (TN),hydroxyurea,DB00361,DB01005,ACH-000433,kidney,-6.41885182909551,0.0,0.2558635473251343
6499,Pemetrexed,hydroxyurea,DB00642,DB01005,ACH-000463,lung,5.64891683069882,1.0,0.2596074342727661
6500,Pemetrexed,hydroxyurea,DB00642,DB01005,ACH-000971,large_intestine,-2.36604709073136,0.0,0.2305919378995895
6501,Pemetrexed,hydroxyurea,DB00642,DB01005,ACH-000655,brain,-34.1891841824291,0.0,0.2378203272819519
6502,Pemetrexed,hydroxyurea,DB00642,DB01005,ACH-000343,lung,-59.0311721936545,0.0,0.225781962275505
6503,Pemetrexed,hydroxyurea,DB00642,DB01005,ACH-000750,skin,-24.7227159007036,0.0,0.2321990877389907
6504,Pemetrexed,hydroxyurea,DB00642,DB01005,ACH-000617,ovary,-26.1975308078913,0.0,0.2087641507387161
6505,Pemetrexed,hydroxyurea,DB00642,DB01005,ACH-000147,breast,-1.29577126902728,0.0,0.2918711602687835
6506,Pemetrexed,hydroxyurea,DB00642,DB01005,ACH-000019,breast,-0.0247549014551352,0.0,0.2305905669927597
6507,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000477,skin,-1.25830094712313,0.0,0.2510557174682617
6508,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000971,large_intestine,-9.48771803929381,0.0,0.2210668325424194
6509,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000651,large_intestine,-3.59400438669274,0.0,0.2217027097940445
6510,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000273,brain,-5.90429286545271,0.0,0.221058502793312
6511,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000001,ovary,-2.77903447197668,0.0,0.1984267979860305
6512,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000681,lung,-0.0415079689640457,0.0,0.2223142832517624
6513,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000825,lung,-10.5407079840613,0.0,0.2447085231542587
6514,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000148,breast,-8.17371682629439,0.0,0.2663310170173645
6515,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000849,breast,-9.01310140737726,0.0,0.2313860803842544
6516,MEGESTROL ACETATE,hydroxyurea,DB00351,DB01005,ACH-000706,lung,-7.15482915390715,0.0,0.2692245244979858
6517,Gefitinib,hydroxyurea,DB00317,DB01005,ACH-000477,skin,-20.7096392643284,0.0,0.3201797008514404
6518,Gefitinib,hydroxyurea,DB00317,DB01005,ACH-000376,brain,-0.277104868275219,0.0,0.3185576498508453
6519,Gefitinib,hydroxyurea,DB00317,DB01005,ACH-000273,brain,-3.87877664727819,0.0,0.3030353784561157
6520,Gefitinib,hydroxyurea,DB00317,DB01005,ACH-000343,lung,-14.9238029637505,0.0,0.3019541800022125
6521,Gefitinib,hydroxyurea,DB00317,DB01005,ACH-000551,haematopoietic_and_lymphoid,-7.9523588534958,0.0,0.3178477585315704
6522,Gefitinib,hydroxyurea,DB00317,DB01005,ACH-000617,ovary,-33.5367256963132,0.0,0.2905654311180115
6523,Gefitinib,hydroxyurea,DB00317,DB01005,ACH-000428,kidney,-23.3188802674874,0.0,0.3590901792049408
6524,23541-50-6,hydroxyurea,DB00694,DB01005,ACH-000463,lung,-2.94358927934248,0.0,0.2853098809719085
6525,23541-50-6,hydroxyurea,DB00694,DB01005,ACH-000477,skin,-9.86024876313197,0.0,0.28679358959198
6526,23541-50-6,hydroxyurea,DB00694,DB01005,ACH-000971,large_intestine,-11.1955923646289,0.0,0.251748651266098
6527,23541-50-6,hydroxyurea,DB00694,DB01005,ACH-000615,skin,-15.6684483930657,0.0,0.2890409231185913
6528,23541-50-6,hydroxyurea,DB00694,DB01005,ACH-000555,kidney,-15.0708028137516,0.0,0.2831304967403412
6529,23541-50-6,hydroxyurea,DB00694,DB01005,ACH-000232,brain,-1.14310191757648,0.0,0.2705955505371094
6530,23541-50-6,hydroxyurea,DB00694,DB01005,ACH-000147,breast,-9.24429063121525,0.0,0.3143315315246582
6531,23541-50-6,hydroxyurea,DB00694,DB01005,ACH-000849,breast,-16.6111273049459,0.0,0.2652430236339569
6532,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-001151,ovary,-11.9295931150721,0.0,0.2683150768280029
6533,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-000966,ovary,-11.938654741816,0.0,0.3019776046276092
6534,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-000861,lung,-16.9241902094772,0.0,0.2909103035926819
6535,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-000552,large_intestine,-10.0919741988078,0.0,0.2668512463569641
6536,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-000817,haematopoietic_and_lymphoid,-16.8473985482383,0.0,0.2627524435520172
6537,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-000696,ovary,-20.1566325776482,0.0,0.27664315700531
6538,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-000849,breast,-13.944392335863,0.0,0.2677404284477234
6539,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-000090,prostate,-25.3225361728674,0.0,0.2903610169887543
6540,Vepesid J,hydroxyurea,DB00773,DB01005,ACH-000428,kidney,-15.0643038582482,0.0,0.3590901792049408
6541,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-001190,skin,-2.39639229522091,0.0,0.3270203769207001
6542,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-000971,large_intestine,-0.0681364701912756,0.0,0.2880752086639404
6543,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-000425,skin,1.98387600819362,1.0,0.357091873884201
6544,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-001151,ovary,-1.59220023628335,0.0,0.3085856437683105
6545,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-000681,lung,0.243971094113053,1.0,0.3025821447372436
6546,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-000817,haematopoietic_and_lymphoid,-11.8562480597082,0.0,0.2920544743537903
6547,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-000555,kidney,-2.76307641333145,0.0,0.3203353583812713
6548,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-000849,breast,-1.96567516848453,0.0,0.3087775409221649
6549,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-000706,lung,3.75279297043316,1.0,0.3359038829803467
6550,Pazopanib hydrochloride,hydroxyurea,DB06589,DB01005,ACH-000428,kidney,2.79162303992972,1.0,0.3590901792049408
6551,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000811,ovary,-0.880713530747863,0.0,0.2607423365116119
6552,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000971,large_intestine,-1.95327550009032,0.0,0.2522245645523071
6553,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000615,skin,-39.6421042678698,0.0,0.2914434969425201
6554,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000046,kidney,2.73979175323561,1.0,0.2634787261486053
6555,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-001151,ovary,0.819457556967497,1.0,0.2665816247463226
6556,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000966,ovary,-1.14486752863346,0.0,0.2985644042491913
6557,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000861,lung,1.70436931537348,1.0,0.2902516722679138
6558,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000579,skin,-30.2918066927418,0.0,0.3302953839302063
6559,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000555,kidney,3.44766264644184,1.0,0.2847516536712646
6560,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000617,ovary,1.52598053792074,1.0,0.2495342493057251
6561,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000696,ovary,-0.914845161152027,0.0,0.274013489484787
6562,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000706,lung,0.956672158097791,1.0,0.2967576384544372
6563,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000997,large_intestine,-0.645108473146929,0.0,0.2813750207424164
6564,Vemurafenib,hydroxyurea,DB08881,DB01005,ACH-000969,large_intestine,-2.0684901145642,0.0,0.2521695494651794
6565,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000504,brain,-0.612730348216111,0.0,0.3168528974056244
6566,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-001190,skin,-0.562005573749721,0.0,0.2931882441043854
6567,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000655,brain,0.499133536929035,1.0,0.2806140184402466
6568,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000649,kidney,-4.11466216877217,0.0,0.310820072889328
6569,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000825,lung,-2.13713944390369,0.0,0.2989026606082916
6570,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000861,lung,-5.14033952617186,0.0,0.3088790476322174
6571,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000817,haematopoietic_and_lymphoid,-16.711662729462,0.0,0.2766436040401459
6572,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000232,brain,-0.174642856752316,0.0,0.2896323204040527
6573,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000019,breast,0.166107801789134,1.0,0.2807603478431701
6574,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000706,lung,-2.79364694432445,0.0,0.3243134617805481
6575,Abiraterone,hydroxyurea,DB05812,DB01005,ACH-000090,prostate,-1.89510332495775,0.0,0.3075157403945923
6576,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000651,large_intestine,-17.7438831210691,0.0,0.2342311888933181
6577,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000649,kidney,4.80883883441433,1.0,0.2779771685600281
6578,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-001151,ovary,-21.0418233280419,0.0,0.2589203417301178
6579,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000343,lung,-18.1360267664376,0.0,0.2547220587730407
6580,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000750,skin,-38.7654438891349,0.0,0.2599337100982666
6581,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000768,breast,-15.7687274735364,0.0,0.2723448872566223
6582,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000147,breast,-11.9313234626975,0.0,0.3028189539909363
6583,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000849,breast,0.31416887062981,1.0,0.2601711452007293
6584,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000019,breast,5.23120457299362,1.0,0.2547318339347839
6585,CABAZITAXEL,hydroxyurea,DB06772,DB01005,ACH-000428,kidney,-40.7751582481427,0.0,0.3423037528991699
6586,Vismodegib,hydroxyurea,DB08828,DB01005,ACH-000504,brain,-0.482079591428205,0.0,0.3250212967395782
6587,Vismodegib,hydroxyurea,DB08828,DB01005,ACH-000966,ovary,1.4194684974223,1.0,0.3244132101535797
6588,Vismodegib,hydroxyurea,DB08828,DB01005,ACH-000555,kidney,3.01638752840684,1.0,0.3154973089694977
6589,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000811,ovary,-2.08532615261219,0.0,0.2669512629508972
6590,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000477,skin,-1.07266223694678,0.0,0.3067734539508819
6591,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000971,large_intestine,-0.865668845506233,0.0,0.2573450207710266
6592,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000425,skin,-3.99904183175836,0.0,0.3411042690277099
6593,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000651,large_intestine,-5.96241359145265,0.0,0.2503091692924499
6594,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000343,lung,-3.65662893627132,0.0,0.276626318693161
6595,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000552,large_intestine,-10.0605597944298,0.0,0.2762055397033691
6596,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000706,lung,-8.85192938500939,0.0,0.3120975494384765
6597,Crizotinib,hydroxyurea,DB08865,DB01005,ACH-000730,skin,0.0779331980788697,1.0,0.2927903532981872
6598,Axitinib,hydroxyurea,DB06626,DB01005,ACH-000288,breast,1.66059530961535,1.0,0.3235681653022766
6599,Axitinib,hydroxyurea,DB06626,DB01005,ACH-000825,lung,-2.318601840303,0.0,0.3019663095474243
6600,Axitinib,hydroxyurea,DB06626,DB01005,ACH-000552,large_intestine,3.03852276034286,1.0,0.2845421731472015
6601,Axitinib,hydroxyurea,DB06626,DB01005,ACH-000367,lung,-7.341477001558,0.0,0.3255599439144134
6602,Axitinib,hydroxyurea,DB06626,DB01005,ACH-000768,breast,-3.7911437718732,0.0,0.3066797852516174
6603,Axitinib,hydroxyurea,DB06626,DB01005,ACH-000706,lung,-5.58818365556009,0.0,0.3287734389305115
6604,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000900,lung,1.26922347529861,1.0,0.2518097162246704
6605,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000811,ovary,-2.46125844608124,0.0,0.2545420825481415
6606,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000288,breast,2.2321506056343,1.0,0.2837685048580169
6607,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000971,large_intestine,-3.47045100576721,0.0,0.2485152333974838
6608,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000649,kidney,2.15408045595633,1.0,0.2820582687854767
6609,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000681,lung,-3.79792861710193,0.0,0.2601840794086456
6610,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000147,breast,-1.95919000183083,0.0,0.3059161901473999
6611,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000730,skin,-10.5523600680434,0.0,0.2732871770858764
6612,Ruxolitinib,hydroxyurea,DB08877,DB01005,ACH-000997,large_intestine,1.00376422782722,1.0,0.2738457322120666
6613,Vandetanib,hydroxyurea,DB05294,DB01005,ACH-000463,lung,3.17129095992415,1.0,0.3181243538856506
6614,Vandetanib,hydroxyurea,DB05294,DB01005,ACH-000425,skin,1.22786328997424,1.0,0.357091873884201
6615,Vandetanib,hydroxyurea,DB05294,DB01005,ACH-000681,lung,-3.56533328841921,0.0,0.2996315360069275
