"","Drug2","Drug1","Drug2_ID","Drug1_ID","DepMap_ID","Tissue","Loewe.score","Actuals","Proba"
"8934","Vinblastine sulfate","Vincristine sulfate","DB00570","DB00541","ACH-000750","skin",-12.9450146079185,0,0.287334829568863
"8935","Vinblastine sulfate","Vincristine sulfate","DB00570","DB00541","ACH-000817","haematopoietic_and_lymphoid",-4.31471412878167,0,0.270757138729095
"8936","Vinblastine sulfate","Vincristine sulfate","DB00570","DB00541","ACH-000232","brain",6.31923407013983,1,0.286195784807205
"8937","Vinblastine sulfate","Vincristine sulfate","DB00570","DB00541","ACH-000768","breast",2.76161632137176,1,0.333121687173843
"8938","Vinblastine sulfate","Vincristine sulfate","DB00570","DB00541","ACH-000019","breast",3.96996200368945,1,0.358719319105148
"8939","Vinblastine sulfate","Vincristine sulfate","DB00570","DB00541","ACH-000433","kidney",-0.522809628706781,0,0.231807857751846
"8940","Vinblastine sulfate","Vincristine sulfate","DB00570","DB00541","ACH-000997","large_intestine",-10.0594592559853,0,0.31003999710083
"8941","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-001190","skin",-6.86057999658996,0,0.291666150093079
"8942","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-000811","ovary",1.41618997618993,1,0.308768004179001
"8943","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-000477","skin",-1.93820585460284,0,0.326717108488083
"8944","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-000425","skin",-2.0557336446918,0,0.340256661176682
"8945","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-000001","ovary",-8.1959581781444,0,0.271180808544159
"8946","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-000966","ovary",-0.294069467938512,0,0.341049343347549
"8947","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-000696","ovary",-2.32541369594297,0,0.314948081970215
"8948","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-000969","large_intestine",-4.54314369211512,0,0.261199235916138
"8949","bleomycin","Vincristine sulfate","DB00290","DB00541","ACH-000428","kidney",-1.8687880030916,0,0.352309346199036
"8950","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000463","lung",-9.85159546550825,0,0.280016779899597
"8951","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000651","large_intestine",-10.3878926129983,0,0.215540632605553
"8952","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000681","lung",-10.925072103778,0,0.2660251557827
"8953","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000343","lung",-2.55979932666126,0,0.266131341457367
"8954","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000579","skin",-7.18539149446695,0,0.283715724945068
"8955","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000555","kidney",-18.5846843265657,0,0.276019930839539
"8956","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000617","ovary",-7.1598283246636,0,0.265237122774124
"8957","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000147","breast",-1.747090069148,0,0.294760465621948
"8958","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000696","ovary",-10.2798464180023,0,0.304236471652985
"8959","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000019","breast",-3.54240985545334,0,0.27729806303978
"8960","Pralatrexate","Vincristine sulfate","DB06813","DB00541","ACH-000090","prostate",38.4025414412078,1,0.298604816198349
"8961","6-Mercaptopurine","Vincristine sulfate","DB01033","DB00541","ACH-000504","brain",-5.22598485281344,0,0.137218534946442
"8962","6-Mercaptopurine","Vincristine sulfate","DB01033","DB00541","ACH-000288","breast",-1.99827231765428,0,0.0961482897400856
"8963","6-Mercaptopurine","Vincristine sulfate","DB01033","DB00541","ACH-000615","skin",-0.652690728231679,0,0.0998219102621078
"8964","6-Mercaptopurine","Vincristine sulfate","DB01033","DB00541","ACH-000551","haematopoietic_and_lymphoid",-6.099016811616,0,0.14657124876976
"8965","6-Mercaptopurine","Vincristine sulfate","DB01033","DB00541","ACH-000817","haematopoietic_and_lymphoid",-7.9033472165677,0,0.13260991871357
"8966","6-Mercaptopurine","Vincristine sulfate","DB01033","DB00541","ACH-000367","lung",-1.42432817660541,0,0.0870438367128372
"8967","6-Mercaptopurine","Vincristine sulfate","DB01033","DB00541","ACH-000969","large_intestine",-8.81066326292471,0,0.120484434068203
"8968","mitotane","Vincristine sulfate","DB00648","DB00541","ACH-000463","lung",-21.1808017050456,0,0.400449156761169
"8969","mitotane","Vincristine sulfate","DB00648","DB00541","ACH-000376","brain",-20.2855415340851,0,0.351340591907501
"8970","mitotane","Vincristine sulfate","DB00648","DB00541","ACH-000615","skin",-34.8127193167094,0,0.377027332782745
"8971","mitotane","Vincristine sulfate","DB00648","DB00541","ACH-000825","lung",-22.2594536617483,0,0.379748791456222
"8972","mitotane","Vincristine sulfate","DB00648","DB00541","ACH-000232","brain",-54.6655941727893,0,0.357514053583145
"8973","mitotane","Vincristine sulfate","DB00648","DB00541","ACH-000768","breast",-23.1386186847109,0,0.368511617183685
"8974","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000376","brain",-0.994868141986184,0,0.312013447284698
"8975","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000651","large_intestine",-8.04888399694229,0,0.217388719320297
"8976","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000001","ovary",-14.5361266214123,0,0.250342041254044
"8977","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000966","ovary",-10.0458933839773,0,0.331928700208664
"8978","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000579","skin",1.80649800465443,1,0.372897297143936
"8979","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000555","kidney",-2.45157331907127,0,0.341004222631454
"8980","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000617","ovary",-19.2958522809891,0,0.270396679639816
"8981","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000696","ovary",-1.48394542606535,0,0.358618915081024
"8982","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000019","breast",-8.60273112352382,0,0.367563307285309
"8983","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000997","large_intestine",-7.8739948274327,0,0.327851712703705
"8984","anastrozole","Vincristine sulfate","DB01217","DB00541","ACH-000969","large_intestine",-9.53053930331606,0,0.283282935619354
"8985","IMIQUIMOD","Vincristine sulfate","DB00724","DB00541","ACH-000655","brain",-7.39090021866424,0,0.212093442678452
"8986","IMIQUIMOD","Vincristine sulfate","DB00724","DB00541","ACH-000651","large_intestine",0.192791332502321,1,0.190113231539726
"8987","IMIQUIMOD","Vincristine sulfate","DB00724","DB00541","ACH-000046","kidney",-4.32867147863635,0,0.2823166847229
"8988","IMIQUIMOD","Vincristine sulfate","DB00724","DB00541","ACH-000273","brain",-2.88843552792837,0,0.252026885747909
"8989","IMIQUIMOD","Vincristine sulfate","DB00724","DB00541","ACH-001151","ovary",-2.55338160183192,0,0.294102519750595
"8990","IMIQUIMOD","Vincristine sulfate","DB00724","DB00541","ACH-000681","lung",-0.108609782178782,0,0.24656631052494
"8991","IMIQUIMOD","Vincristine sulfate","DB00724","DB00541","ACH-000555","kidney",-4.1591331795671,0,0.275941044092178
"8992","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000001","ovary",-46.0939424737148,0,0.200977236032486
"8993","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000649","kidney",-2.97015663563027,0,0.232404574751854
"8994","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000966","ovary",2.61341894623121,1,0.216959655284882
"8995","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000148","breast",1.29404397180743,1,0.201000824570656
"8996","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000147","breast",-2.68915227587248,0,0.22896172106266
"8997","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000849","breast",-46.2140252771304,0,0.209834218025207
"8998","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000019","breast",-7.85041140819351,0,0.226853162050247
"8999","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000969","large_intestine",-95.6710147979097,0,0.198742419481277
"9000","amifostine","Vincristine sulfate","DB01143","DB00541","ACH-000428","kidney",-1.32623572210391,0,0.244266152381897
"9001","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000046","kidney",-0.373903941764327,0,0.505917549133301
"9002","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000001","ovary",-0.827144004741303,0,0.372000962495804
"9003","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000343","lung",5.79776823092488,1,0.462119817733765
"9004","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000825","lung",-0.621325361810994,0,0.418500661849976
"9005","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000552","large_intestine",0.957925425321106,1,0.42401048541069
"9006","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000367","lung",-0.617186849264792,0,0.647107839584351
"9007","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000148","breast",4.66402646405265,1,0.532914876937866
"9008","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000232","brain",-21.0600454399255,0,0.414031028747559
"9009","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000696","ovary",-3.61952452709417,0,0.612926304340363
"9010","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000849","breast",-13.5366557359686,0,0.579729795455933
"9011","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000090","prostate",1.7141946435871,1,0.569122016429901
"9012","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000969","large_intestine",-11.1429882319827,0,0.374238342046738
"9013","Dasatinib","Vincristine sulfate","DB01254","DB00541","ACH-000428","kidney",0.790886809539769,1,0.56001079082489
"9014","Zoledronic acid","Vincristine sulfate","DB00399","DB00541","ACH-000504","brain",-1.35004254132162,0,0.264219552278519
"9015","Zoledronic acid","Vincristine sulfate","DB00399","DB00541","ACH-000655","brain",-1.99858706545187,0,0.261678606271744
"9016","Zoledronic acid","Vincristine sulfate","DB00399","DB00541","ACH-000861","lung",-0.373990752222506,0,0.280878752470016
"9017","Zoledronic acid","Vincristine sulfate","DB00399","DB00541","ACH-000579","skin",0.105488468073224,1,0.26227343082428
"9018","Zoledronic acid","Vincristine sulfate","DB00399","DB00541","ACH-000706","lung",-6.04408444552751,0,0.251248210668564
"9019","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000463","lung",-7.33177312645439,0,0.212313771247864
"9020","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000376","brain",-2.44891988104761,0,0.2145636677742
"9021","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000655","brain",-6.30860805942805,0,0.209460511803627
"9022","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000046","kidney",-1.02806043568482,0,0.169853642582893
"9023","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000768","breast",-2.8144831126892,0,0.223051190376282
"9024","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000433","kidney",-4.064548969907,0,0.236729592084885
"9025","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000730","skin",-30.4383250084049,0,0.189685136079788
"9026","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000090","prostate",-6.90504670583086,0,0.243169873952866
"9027","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000969","large_intestine",-10.2436048581301,0,0.198592409491539
"9028","Procarbazine hydrochloride","Vincristine sulfate","DB01168","DB00541","ACH-000428","kidney",0.714955336576666,1,0.261028796434402
"9029","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000900","lung",-3.25509498192919,0,0.146879747509956
"9030","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000425","skin",-16.218764284497,0,0.295148432254791
"9031","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000046","kidney",-20.1596534966986,0,0.187350407242775
"9032","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000649","kidney",-30.1594561776574,0,0.172490954399109
"9033","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000966","ovary",-4.47019073381332,0,0.257596075534821
"9034","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000825","lung",-13.7705511661428,0,0.158762842416763
"9035","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000579","skin",-6.17926719296872,0,0.199783757328987
"9036","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000367","lung",-14.2093006748146,0,0.306153655052185
"9037","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000768","breast",-1.63749005515063,0,0.224194467067719
"9038","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000617","ovary",0.638900200697086,1,0.18430107831955
"9039","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000147","breast",-1.75469407784407,0,0.242365792393684
"9040","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000433","kidney",-11.7676363473133,0,0.14715251326561
"9041","TOPOTECAN HYDROCHLORIDE","Vincristine sulfate","DB01030","DB00541","ACH-000730","skin",-15.4978108451157,0,0.226409509778023
"9042","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000900","lung",-20.9660857667414,0,0.17114020884037
"9043","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000463","lung",-13.6995152585709,0,0.197116866707802
"9044","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000615","skin",-16.3392119580931,0,0.173152580857277
"9045","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000273","brain",1.4741018394177,1,0.178524166345596
"9046","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000552","large_intestine",-9.18479546910675,0,0.223810225725174
"9047","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000148","breast",-35.8686191161148,0,0.178439721465111
"9048","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000147","breast",-21.5425965753743,0,0.197032526135445
"9049","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000706","lung",-3.37732859587257,0,0.228371754288673
"9050","Zanosar","Vincristine sulfate","DB00428","DB00541","ACH-000997","large_intestine",-4.22608342543857,0,0.219352722167969
"9051","Sorafenib","Vincristine sulfate","DB00398","DB00541","ACH-000504","brain",-10.420442012004,0,0.291377335786819
"9052","Sorafenib","Vincristine sulfate","DB00398","DB00541","ACH-000463","lung",-7.83575683521879,0,0.329248934984207
"9053","Sorafenib","Vincristine sulfate","DB00398","DB00541","ACH-000001","ovary",-7.71172939942882,0,0.203058421611786
"9054","Sorafenib","Vincristine sulfate","DB00398","DB00541","ACH-001151","ovary",-1.51072457469407,0,0.279032230377197
"9055","Sorafenib","Vincristine sulfate","DB00398","DB00541","ACH-000681","lung",-3.90774815177483,0,0.250052005052566
"9056","Sorafenib","Vincristine sulfate","DB00398","DB00541","ACH-000147","breast",-7.07424508312326,0,0.354490756988525
"9057","Sorafenib","Vincristine sulfate","DB00398","DB00541","ACH-000849","breast",0.394093583132741,1,0.29820591211319
"9058","Sorafenib","Vincristine sulfate","DB00398","DB00541","ACH-000997","large_intestine",3.48768477036679,1,0.284332454204559
"9059","Sorafenib","vincristine","DB00398","DB00541","ACH-000968","skin",-26.5048187882027,0,0.342380940914154
"9060","Sorafenib","vincristine","DB00398","DB00541","ACH-000788","skin",70.0907837432208,1,0.347057670354843
"9061","Sorafenib","vincristine","DB00398","DB00541","ACH-000915","skin",8.30025208726799,1,0.263640135526657
"9062","Sorafenib","vincristine","DB00398","DB00541","ACH-000572","skin",10.7604003538657,1,0.410739064216614
"9063","Lapatinib","Vincristine sulfate","DB01259","DB00541","ACH-000900","lung",-37.4343459791144,0,0.317230701446533
"9064","Lapatinib","Vincristine sulfate","DB01259","DB00541","ACH-000376","brain",3.28577725574378,1,0.346790313720703
"9065","Lapatinib","Vincristine sulfate","DB01259","DB00541","ACH-000681","lung",6.33713567670636,1,0.369528919458389
"9066","Lapatinib","Vincristine sulfate","DB01259","DB00541","ACH-000367","lung",1.48111187226971,1,0.33570659160614
"9067","Lapatinib","Vincristine sulfate","DB01259","DB00541","ACH-000768","breast",-54.6566848995577,0,0.360776633024216
"9068","Lapatinib","Vincristine sulfate","DB01259","DB00541","ACH-000696","ovary",6.2402621365867,1,0.414651840925217
"9069","Lapatinib","Vincristine sulfate","DB01259","DB00541","ACH-000019","breast",5.41562230895123,1,0.362077713012695
"9070","Lapatinib","vincristine","DB01259","DB00541","ACH-000008","skin",34.1645356534775,1,0.423491090536117
"9071","Lapatinib","vincristine","DB01259","DB00541","ACH-000450","skin",16.3529584313394,1,0.402393966913223
"9072","Lapatinib","vincristine","DB01259","DB00541","ACH-000915","skin",25.3776507902558,1,0.362478703260422
"9073","carmustine","Vincristine sulfate","DB00262","DB00541","ACH-000288","breast",-18.4328215752119,0,0.223156571388245
"9074","carmustine","Vincristine sulfate","DB00262","DB00541","ACH-000615","skin",-48.3955664198686,0,0.258552074432373
"9075","carmustine","Vincristine sulfate","DB00262","DB00541","ACH-000649","kidney",-28.1088828706565,0,0.279840737581253
"9076","carmustine","Vincristine sulfate","DB00262","DB00541","ACH-000825","lung",-13.3163874037864,0,0.231212690472603
"9077","carmustine","Vincristine sulfate","DB00262","DB00541","ACH-000090","prostate",5.61875348049953,1,0.277158439159393
"9078","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000811","ovary",-0.329204014593797,0,0.191130340099335
"9079","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000651","large_intestine",0.11319145030519,1,0.129122406244278
"9080","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000273","brain",1.80760072772517,1,0.156290456652641
"9081","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000681","lung",-1.23390466207847,0,0.134838968515396
"9082","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000343","lung",-4.13179557735845,0,0.193851932883263
"9083","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000817","haematopoietic_and_lymphoid",0.357894314329042,1,0.15215015411377
"9084","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000768","breast",1.89568989289972,1,0.173901408910751
"9085","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000617","ovary",-1.94293932057193,0,0.19608148932457
"9086","cyclophosphamide","Vincristine sulfate","DB00531","DB00541","ACH-000019","breast",2.76904613272108,1,0.204661592841148
"9087","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-000504","brain",-9.05042187938089,0,0.364697098731995
"9088","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-000477","skin",-3.18594321757899,0,0.391224235296249
"9089","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-000273","brain",0.762812731919038,1,0.282205611467361
"9090","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-000649","kidney",-5.64380404261634,0,0.371987491846085
"9091","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-001151","ovary",0.392678514256631,1,0.332081913948059
"9092","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-000367","lung",-23.4307001828077,0,0.39702582359314
"9093","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-000768","breast",-3.25505308446409,0,0.377306669950485
"9094","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-000147","breast",3.77033858829844,1,0.425806522369385
"9095","NSC-127716","Vincristine sulfate","DB01262","DB00541","ACH-000969","large_intestine",2.72794132131424,1,0.313827782869339
"9096","NSC733504","Vincristine sulfate","DB01590","DB00541","ACH-000900","lung",-9.72988847905348,0,0.365079969167709
"9097","NSC733504","Vincristine sulfate","DB01590","DB00541","ACH-000655","brain",5.582700421108,1,0.438582956790924
"9098","NSC733504","Vincristine sulfate","DB01590","DB00541","ACH-000861","lung",5.97858713676352,1,0.488190680742264
"9099","NSC733504","Vincristine sulfate","DB01590","DB00541","ACH-000367","lung",-3.65742880347596,0,0.476062119007111
"9100","NSC733504","Vincristine sulfate","DB01590","DB00541","ACH-000555","kidney",-0.283257881246916,0,0.384079366922378
"9101","5-Aminolevulinic acid hydrochloride","Vincristine sulfate","DB00855","DB00541","ACH-000288","breast",-1.89023404328908,0,0.199160531163216
"9102","5-Aminolevulinic acid hydrochloride","Vincristine sulfate","DB00855","DB00541","ACH-000376","brain",-3.47484164080023,0,0.191635012626648
"9103","5-Aminolevulinic acid hydrochloride","Vincristine sulfate","DB00855","DB00541","ACH-000681","lung",-2.00949844615599,0,0.230569794774055
"9104","5-Aminolevulinic acid hydrochloride","Vincristine sulfate","DB00855","DB00541","ACH-000579","skin",-2.35944280669684,0,0.22845071554184
"9105","5-Aminolevulinic acid hydrochloride","Vincristine sulfate","DB00855","DB00541","ACH-000696","ovary",-1.22922059362594,0,0.233018904924393
"9106","5-Aminolevulinic acid hydrochloride","Vincristine sulfate","DB00855","DB00541","ACH-000019","breast",-1.14803349869214,0,0.197679340839386
"9107","5-Aminolevulinic acid hydrochloride","Vincristine sulfate","DB00855","DB00541","ACH-000433","kidney",-6.41385741613082,0,0.193301096558571
"9108","ADM hydrochloride","Vincristine sulfate","DB00445","DB00541","ACH-000706","lung",-3.93161167333331,0,0.304156094789505
"9109","NSC256439","Vincristine sulfate","DB01177","DB00541","ACH-000504","brain",10.9117511102738,1,0.401464194059372
"9110","NSC256439","Vincristine sulfate","DB01177","DB00541","ACH-000900","lung",2.92778055983498,1,0.399907410144806
"9111","NSC256439","Vincristine sulfate","DB01177","DB00541","ACH-000655","brain",2.55000627562271,1,0.322222501039505
"9112","NSC256439","Vincristine sulfate","DB01177","DB00541","ACH-000367","lung",-2.27753846825788,0,0.417919963598251
"9113","NSC256439","Vincristine sulfate","DB01177","DB00541","ACH-000997","large_intestine",2.09141512022946,1,0.344202071428299
"9114","Veliparib","vincristine","DB07232","DB00541","ACH-000348","skin",38.1574946088726,1,0.324260801076889
"9115","Veliparib","vincristine","DB07232","DB00541","ACH-000968","skin",-1.00585949296046,0,0.305250734090805
"9116","Veliparib","vincristine","DB07232","DB00541","ACH-000788","skin",66.2566079399068,1,0.299548447132111
"9117","Veliparib","vincristine","DB07232","DB00541","ACH-000425","skin",26.9269145421001,1,0.252604424953461
"9118","Veliparib","vincristine","DB07232","DB00541","ACH-000579","skin",18.386296586743,1,0.219306111335754
"9119","Veliparib","vincristine","DB07232","DB00541","ACH-000915","skin",-9.06486942650823,0,0.227782890200615
"9120","Veliparib","vincristine","DB07232","DB00541","ACH-000730","skin",29.0335878712511,1,0.229790404438972
"9121","Erlotinib","vincristine","DB00530","DB00541","ACH-000008","skin",20.4663199487247,1,0.681625127792358
"9122","Erlotinib","vincristine","DB00530","DB00541","ACH-000968","skin",1.86304911611555,1,0.546403646469116
"9123","Erlotinib","vincristine","DB00530","DB00541","ACH-000788","skin",62.0647021807609,1,0.484011590480804
"9124","Erlotinib","vincristine","DB00530","DB00541","ACH-000219","skin",14.9925457332029,1,0.497977793216705
"9125","Erlotinib","vincristine","DB00530","DB00541","ACH-000644","skin",18.7703619540475,1,0.437806189060211
"9126","Erlotinib","vincristine","DB00530","DB00541","ACH-000614","skin",14.521962515277,1,0.49576923251152
"9127","gemcitabine","vincristine","DB00441","DB00541","ACH-000348","skin",13.7624005990265,1,0.359573692083359
"9128","gemcitabine","vincristine","DB00441","DB00541","ACH-000572","skin",0.545287100369287,1,0.408012419939041
"9129","49843-98-3","vincristine","DB13978","DB00541","ACH-000644","skin",15.6933468322794,1,0.324070334434509
"9130","49843-98-3","vincristine","DB13978","DB00541","ACH-000450","skin",-14.0382488363071,0,0.365999639034271
"9131","49843-98-3","vincristine","DB13978","DB00541","ACH-000730","skin",-5.18662776419385,0,0.311626762151718
"9132","49843-98-3","vincristine","DB13978","DB00541","ACH-000401","skin",3.26198349049474,1,0.292974650859833
"9133","TCS JNK 5a","vincristine","DB07217","DB00541","ACH-000788","skin",59.3801130958838,1,0.454529374837875
"9134","TCS JNK 5a","vincristine","DB07217","DB00541","ACH-000644","skin",10.7650533583694,1,0.386631816625595
"9135","TCS JNK 5a","vincristine","DB07217","DB00541","ACH-000730","skin",36.7616393632627,1,0.347754746675491
"9136","Midostaurin","vincristine","DB06595","DB00541","ACH-000008","skin",12.5445990134899,1,0.499847114086151
"9137","Midostaurin","vincristine","DB06595","DB00541","ACH-001190","skin",2.07546529123685,1,0.411992907524109
"9138","Midostaurin","vincristine","DB06595","DB00541","ACH-000968","skin",-6.97700152494246,0,0.541625559329987
"9139","Midostaurin","vincristine","DB06595","DB00541","ACH-000788","skin",23.7905878394427,1,0.47000053524971
"9140","Midostaurin","vincristine","DB06595","DB00541","ACH-000644","skin",6.1685678785679,1,0.391286820173263
"9141","Midostaurin","vincristine","DB06595","DB00541","ACH-000915","skin",-7.45872794056961,0,0.421068608760834
"9142","Midostaurin","vincristine","DB06595","DB00541","ACH-000572","skin",4.23948208773643,1,0.510621786117554
"9143","Midostaurin","vincristine","DB06595","DB00541","ACH-000730","skin",-2.2308925653399,0,0.342183023691177
"9144","nilutamide","vincristine","DB00665","DB00541","ACH-000788","skin",61.2075243295239,1,0.427649706602097
"9145","nilutamide","vincristine","DB00665","DB00541","ACH-000219","skin",-8.58263755887527,0,0.433361947536469
"9146","nilutamide","vincristine","DB00665","DB00541","ACH-000730","skin",22.0901773692122,1,0.300151497125626
"9147","SNS-032","vincristine","DB05969","DB00541","ACH-001190","skin",-2.65610368956297,0,0.374308109283447
"9148","SNS-032","vincristine","DB05969","DB00541","ACH-000348","skin",28.7894422738327,1,0.45455464720726
"9149","SNS-032","vincristine","DB05969","DB00541","ACH-000968","skin",1.39996865299296,1,0.512465119361877
"9150","SNS-032","vincristine","DB05969","DB00541","ACH-000644","skin",-21.8294145158305,0,0.386751443147659
"9151","SNS-032","vincristine","DB05969","DB00541","ACH-000915","skin",-17.1212476303595,0,0.389101415872574
"9152","SNS-032","vincristine","DB05969","DB00541","ACH-000401","skin",10.6308091332677,1,0.308295071125031
"9153","SNS-032","vincristine","DB05969","DB00541","ACH-000987","skin",14.8264177999468,1,0.527958750724792
"9154","841290-80-0","vincristine","DB07159","DB00541","ACH-000788","skin",60.6152903585967,1,0.61702424287796
"9155","841290-80-0","vincristine","DB07159","DB00541","ACH-000219","skin",-8.8797585246772,0,0.560334086418152
"9156","841290-80-0","vincristine","DB07159","DB00541","ACH-000644","skin",17.1449167882705,1,0.481293678283691
"9157","841290-80-0","vincristine","DB07159","DB00541","ACH-000450","skin",8.72768507258449,1,0.476405769586563
"9158","841290-80-0","vincristine","DB07159","DB00541","ACH-000915","skin",20.9408286120486,1,0.58224755525589
"9159","841290-80-0","vincristine","DB07159","DB00541","ACH-000730","skin",33.0489526312422,1,0.431406587362289
"9160","841290-80-0","vincristine","DB07159","DB00541","ACH-000401","skin",17.331487121942,1,0.359236687421799
"9161","Bexarotene","vincristine","DB00307","DB00541","ACH-000450","skin",4.79945835662249,1,0.434351146221161
"9162","Bexarotene","vincristine","DB00307","DB00541","ACH-000401","skin",-8.2663121692615,0,0.323423206806183
"9163","Decitabine","vincristine","DB01262","DB00541","ACH-001190","skin",-8.74570049159755,0,0.324961960315704
