"","Drug1","Drug2","Drug1_ID","Drug2_ID","DepMap_ID","Tissue","Loewe.score","Actuals","Proba"
"9665","Dasatinib","Crizotinib","DB01254","DB08865","ACH-000579","skin",-7.94590850270359,0,0.36693874001503
"9666","Zoledronic acid","Crizotinib","DB00399","DB08865","ACH-000425","skin",-1.57071798311228,0,0.349832832813263
"9667","Romidepsin","Crizotinib","DB06176","DB08865","ACH-000900","lung",-33.8224328461547,0,0.0561593100428581
"9668","Sorafenib","Crizotinib","DB00398","DB08865","ACH-000655","brain",-7.17670721951071,0,0.272763937711716
"9669","NSC733504","Crizotinib","DB01590","DB08865","ACH-000579","skin",-21.9583530049355,0,0.218016892671585
"9670","Pazopanib hydrochloride","Crizotinib","DB06589","DB08865","ACH-000504","brain",1.98928062824787,1,0.601486027240753
"9671","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000651","large_intestine",-0.409878013221216,0,0.161395147442818
"9672","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000219","skin",-18.7007265735674,0,0.316051244735718
"9673","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000681","lung",-3.47346573383405,0,0.37659564614296
"9674","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000825","lung",-4.48393445269675,0,0.526236176490784
"9675","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000861","lung",-4.68989232863675,0,0.501930773258209
"9676","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000552","large_intestine",-8.74941987729088,0,0.154025748372078
"9677","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000817","haematopoietic_and_lymphoid",-5.20400713092309,0,0.313069403171539
"9678","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000148","breast",2.18398937354188,1,0.468623071908951
"9679","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000433","kidney",6.39747336019411,1,0.486368060112
"9680","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000969","large_intestine",-1.66645100601139,0,0.201259508728981
"9681","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000376","brain",-18.3603740128242,0,0.5260871052742
"9682","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000655","brain",-5.65240044970229,0,0.47856855392456
"9683","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000615","skin",-4.97043617051817,0,0.339875102043152
"9684","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-001151","ovary",-7.19110951844884,0,0.301746129989624
"9685","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000232","brain",0.192382171665652,1,0.472294300794601
"9686","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000849","breast",2.05260427994038,1,0.521254181861877
"9687","Ruxolitinib","Crizotinib","DB08877","DB08865","ACH-000019","breast",-3.07003009437654,0,0.388461768627167
"9688","vinorelbine","Crizotinib","DB00361","DB08865","ACH-000971","large_intestine",-9.93034874284819,0,0.122548304498196
"9689","cyclophosphamide","Crizotinib","DB00531","DB08865","ACH-000900","lung",-18.2432369676368,0,0.214414149522781
"9690","5-Fluorouracil","Crizotinib","DB00544","DB08865","ACH-000811","ovary",6.30311225704804,1,0.397229641675949
"9691","methotrexate","Crizotinib","DB00563","DB08865","ACH-000552","large_intestine",-15.5844411410237,0,0.100869104266167
"9692","vinblastine","Crizotinib","DB00570","DB08865","ACH-000900","lung",-2.23939862082904,0,0.194919854402542
"9693","etoposide","Crizotinib","DB00773","DB08865","ACH-000504","brain",-4.11014688943805,0,0.249644249677658
"9694","paclitaxel","Crizotinib","DB01229","DB08865","ACH-000504","brain",-1.87079919970522,0,0.241715028882027
"9695","7-Ethyl-10-hydroxycamptothecin","Crizotinib","DB05482","DB08865","ACH-000811","ovary",-13.5282415673054,0,0.0762438401579856
"9696","Veliparib","Crizotinib","DB07232","DB08865","ACH-000450","skin",-3.13035329419504,0,0.390035361051559
"9697","MK-1775","Crizotinib","DB11740","DB08865","ACH-001190","skin",-7.57556205816137,0,0.42772051692009
"9698","MK-1775","Crizotinib","DB11740","DB08865","ACH-000615","skin",6.69420492461084,1,0.444828420877457
"9699","MK-1775","Crizotinib","DB11740","DB08865","ACH-000219","skin",-5.47273497759627,0,0.565728008747101
"9700","Lapatinib","Crizotinib","DB01259","DB08865","ACH-000046","kidney",0.502295284510136,1,0.233709663152695
"9701","Erlotinib","Crizotinib","DB00530","DB08865","ACH-001190","skin",0.333242478822768,1,0.393590807914734
"9702","158798-73-3","Crizotinib","DB01101","DB08865","ACH-000288","breast",0.718007653496428,1,0.176378488540649
"9703","Bortezomib","Crizotinib","DB00188","DB08865","ACH-000644","skin",13.7944860219347,1,0.1831826120615
"9704","Imatinib","Crizotinib","DB00619","DB08865","ACH-000900","lung",-3.35018265856212,0,0.22324238717556
"9705","topotecan","Crizotinib","DB01030","DB08865","ACH-000288","breast",-32.73912678366,0,0.0709029734134674
"9706","Antibiotic AY 22989","Crizotinib","DB00877","DB08865","ACH-000900","lung",5.21845226442991,1,0.143704727292061
"9707","Vismodegib","Crizotinib","DB08828","DB08865","ACH-000008","skin",1.20465044819555,1,0.213182911276817
"9708","Vincristine sulfate","Crizotinib","DB00541","DB08865","ACH-000348","skin",-25.159863181958,0,0.412456899881363
"9709","CHEMBL277800","Crizotinib","DB00631","DB08865","ACH-000504","brain",1.08612916625387,1,0.143622696399689
"9710","Gefitinib","Crizotinib","DB00317","DB08865","ACH-000934","breast",0.781562639022648,1,0.276565372943878
"9711","Fludarabine","Crizotinib","DB01073","DB08865","ACH-000008","skin",-40.7182682757105,0,0.292053997516632
"9712","841290-80-0","Crizotinib","DB07159","DB08865","ACH-000008","skin",-29.9306846025623,0,0.589293897151947
"9713","Selumetinib","Crizotinib","DB11689","DB08865","ACH-000615","skin",-14.5463123044717,0,0.245083659887314
"9714","Selumetinib","Crizotinib","DB11689","DB08865","ACH-000349","breast",-7.31605582182525,0,0.298524439334869
"9715","lomustine","Crizotinib","DB01206","DB08865","ACH-001190","skin",-14.6265682946551,0,0.408588111400604
"9716","actinomycin D","Crizotinib","DB00970","DB08865","ACH-001190","skin",-23.1535973347912,0,0.566177368164062
"9717","teniposide","Crizotinib","DB00444","DB08865","ACH-000651","large_intestine",-10.6905865714839,0,0.148676812648773
"9718","EXEMESTANE","Crizotinib","DB00990","DB08865","ACH-000504","brain",-3.80761316899424,0,0.321542710065842
"9719","anastrozole","Crizotinib","DB01217","DB08865","ACH-000900","lung",-3.89869387267151,0,0.339631021022797
"9720","Antibiotic AD 32","Crizotinib","DB00385","DB08865","ACH-000811","ovary",2.4983990817331,1,0.393817603588104
"9721","Dexrazoxane","Crizotinib","DB00380","DB08865","ACH-000900","lung",-4.63437725744076,0,0.407583177089691
"9722","mitoxantrone","Crizotinib","DB01204","DB08865","ACH-000900","lung",-15.7858495996524,0,0.124441668391228
"9723","Lenalidomide","Crizotinib","DB00480","DB08865","ACH-001190","skin",-1.48135594377614,0,0.378665149211883
"9724","Pemetrexed","Crizotinib","DB00642","DB08865","ACH-000463","lung",-4.08916468646637,0,0.174859419465065
"9725","MEGESTROL ACETATE","Crizotinib","DB00351","DB08865","ACH-000504","brain",-9.3094973297357,0,0.248249128460884
"9726","23541-50-6","Crizotinib","DB00694","DB08865","ACH-000900","lung",-7.97016678327018,0,0.124344348907471
"9727","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000655","brain",-9.25660860871406,0,0.474111258983612
"9728","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000615","skin",-2.78598945804702,0,0.391789317131042
"9729","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000273","brain",0.965266928544435,1,0.452946454286575
"9730","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000649","kidney",-0.319266606231083,0,0.564240396022797
"9731","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000861","lung",-4.14552073688842,0,0.486812323331833
"9732","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000551","haematopoietic_and_lymphoid",-53.3001330863257,0,0.36765792965889
"9733","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000579","skin",-1.18216046701358,0,0.468932300806045
"9734","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000617","ovary",-0.670963125759632,0,0.493941634893417
"9735","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000849","breast",-0.603718175460463,0,0.558736979961395
"9736","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000019","breast",-1.31374240385499,0,0.484610855579376
"9737","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000997","large_intestine",-5.75629157598079,0,0.545905530452728
"9738","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000504","brain",-2.02129293903756,0,0.458227723836899
"9739","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000900","lung",-20.0615895738343,0,0.389026999473572
"9740","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000971","large_intestine",-10.1743399929527,0,0.36720535159111
"9741","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000425","skin",1.77380147802147,1,0.385993212461472
"9742","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000046","kidney",-5.41503725931878,0,0.446591943502426
"9743","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000750","skin",8.05893071336821,1,0.362345606088638
"9744","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000555","kidney",-3.2512200597226,0,0.466969728469849
"9745","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000232","brain",1.07639263981228,1,0.466124981641769
"9746","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000696","ovary",-1.63149232945962,0,0.436497122049332
"9747","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000730","skin",-10.5931523296704,0,0.28281643986702
"9748","Vemurafenib","Crizotinib","DB08881","DB08865","ACH-000997","large_intestine",-5.9188857000045,0,0.545905530452728
"9749","Abiraterone","Crizotinib","DB05812","DB08865","ACH-000811","ovary",3.97725720206199,1,0.514584898948669
"9750","CABAZITAXEL","Crizotinib","DB06772","DB08865","ACH-000811","ovary",-14.6261865981641,0,0.169521152973175
"9751","Axitinib","Crizotinib","DB06626","DB08865","ACH-000504","brain",0.472566260105145,1,0.511691749095917
"9752","Vandetanib","Crizotinib","DB05294","DB08865","ACH-000463","lung",3.2482071427973,1,0.393403738737106
"9753","Bexarotene","Crizotinib","DB00307","DB08865","ACH-000304","skin",10.8955966789383,1,0.428111553192139
"9754","Decitabine","Crizotinib","DB01262","DB08865","ACH-000504","brain",-6.29027022261784,0,0.2322528809309
"9755","Dovitinib","Crizotinib","DB05928","DB08865","ACH-000304","skin",9.08524133955394,1,0.509467959403992
"9756","Enzastaurin","Crizotinib","DB06486","DB08865","ACH-000644","skin",6.45519115140037,1,0.24470691382885
"9757","Fingolimod","Crizotinib","DB08868","DB08865","ACH-001190","skin",-13.1656623341135,0,0.200250208377838
"9758","Fingolimod","Crizotinib","DB08868","DB08865","ACH-000615","skin",-23.2980003418681,0,0.128913804888725
"9759","Fingolimod","Crizotinib","DB08868","DB08865","ACH-000450","skin",-11.3505531334363,0,0.373707711696625
"9760","Fingolimod","Crizotinib","DB08868","DB08865","ACH-000730","skin",-5.91642645602158,0,0.170471116900444
"9761","Fingolimod","Crizotinib","DB08868","DB08865","ACH-000987","skin",-13.3590895599631,0,0.149744689464569
"9762","Lestaurtinib","Crizotinib","DB06469","DB08865","ACH-000968","skin",-22.4653319250635,0,0.219536930322647
"9763","Nutlin-3","Crizotinib","DB04144","DB08865","ACH-000008","skin",-24.2728257693731,0,0.321336507797241
"9764","Linsitinib","Crizotinib","DB06075","DB08865","ACH-000008","skin",-34.1542937653494,0,0.4348124563694
"9765","Palbociclib","Crizotinib","DB09073","DB08865","ACH-000750","skin",-31.5988147708314,0,0.403478235006332
"9766","Palbociclib","Crizotinib","DB09073","DB08865","ACH-000401","skin",-47.9614707781235,0,0.437070786952972
"9767","Palbociclib","Crizotinib","DB09073","DB08865","ACH-000987","skin",15.851035796429,1,0.393181562423706
"9768","Perifosine","Crizotinib","DB06641","DB08865","ACH-000219","skin",-9.04409437374141,0,0.368234604597092
"9769","PLX-4720","Crizotinib","DB06999","DB08865","ACH-000304","skin",1.73887252466004,1,0.382643193006516
"9770","Tanespimycin","Crizotinib","DB12442","DB08865","ACH-000008","skin",-34.3295239353203,0,0.203558653593063
"9771","Tanespimycin","Crizotinib","DB12442","DB08865","ACH-000968","skin",-22.0537701946925,0,0.379036724567413
"9772","Tanespimycin","Crizotinib","DB12442","DB08865","ACH-000219","skin",-18.0994475986521,0,0.30627703666687
"9773","Tanespimycin","Crizotinib","DB12442","DB08865","ACH-000644","skin",-16.6825086709145,0,0.20469830930233
"9774","Tanespimycin","Crizotinib","DB12442","DB08865","ACH-000401","skin",-35.1938026296658,0,0.254628002643585
"9775","Tideglusib","Crizotinib","DB12129","DB08865","ACH-000401","skin",-35.0365336291607,0,0.144662395119667
"9776","Vatalanib","Crizotinib","DB04879","DB08865","ACH-000008","skin",-28.2824224769461,0,0.430234491825104
"9777","VX-702","Crizotinib","DB05470","DB08865","ACH-000348","skin",-14.0751421582355,0,0.353376835584641
"9778","Olaparib","Crizotinib","DB09074","DB08865","ACH-000349","breast",1.41071339031084,1,0.279088586568832
"9779","Olaparib","Crizotinib","DB09074","DB08865","ACH-000783","breast",-1.88600959927396,0,0.349772155284882
"9780","RAF265","Crizotinib","DB05984","DB08865","ACH-000788","skin",-6.78970618616226,0,0.363989621400833
"9781","mitotane","Crizotinib","DB00648","DB08865","ACH-000288","breast",5.11621707720108,1,0.489229381084442
"9782","bleomycin","Crizotinib","DB00290","DB08865","ACH-000655","brain",-19.0979733902899,0,0.135887056589127
"9783","Fulvestrant","Crizotinib","DB00947","DB08865","ACH-000376","brain",-5.23868898745954,0,0.445757836103439
"9784","6-Mercaptopurine","Crizotinib","DB01033","DB08865","ACH-000551","haematopoietic_and_lymphoid",-16.2884788035632,0,0.115655355155468
"9785","thalidomide","Crizotinib","DB01041","DB08865","ACH-000504","brain",1.60446961873595,1,0.366257190704346
"9786","Quinacrine hydrochloride","Crizotinib","DB01103","DB08865","ACH-000900","lung",-7.77611621096978,0,0.263488709926605
"9787","IMIQUIMOD","Crizotinib","DB00724","DB08865","ACH-000463","lung",7.00447138966391,1,0.386713445186615
"9788","carmustine","Crizotinib","DB00262","DB08865","ACH-000343","lung",-8.06033795510663,0,0.354249000549316
"9789","ifosfamide","Crizotinib","DB01181","DB08865","ACH-000811","ovary",1.08998659548509,1,0.230322420597076
"9790","amifostine","Crizotinib","DB01143","DB08865","ACH-000288","breast",-5.39203210210841,0,0.314124464988708
"9791","Ixabepilone","Crizotinib","DB04845","DB08865","ACH-000504","brain",-7.15553699354917,0,0.191330075263977
"9792","Zanosar","Crizotinib","DB00428","DB08865","ACH-000811","ovary",-8.88988320985857,0,0.165460169315338
"9793","nilutamide","Crizotinib","DB00665","DB08865","ACH-000615","skin",-22.7473057692899,0,0.322999238967896
"9794","racemic-Tasocitinib","Crizotinib","DB08895","DB08865","ACH-000968","skin",-14.0574832497967,0,0.270411968231201
"9795","racemic-Tasocitinib","Crizotinib","DB08895","DB08865","ACH-000425","skin",10.7355348987378,1,0.262846142053604
"9796","racemic-Tasocitinib","Crizotinib","DB08895","DB08865","ACH-000219","skin",-5.94779226018329,0,0.259898275136948
"9797","racemic-Tasocitinib","Crizotinib","DB08895","DB08865","ACH-000572","skin",-6.9655035631323,0,0.327545970678329
"9798","49843-98-3","Crizotinib","DB13978","DB08865","ACH-001190","skin",-9.2938594390351,0,0.366373598575592
"9799","49843-98-3","Crizotinib","DB13978","DB08865","ACH-000425","skin",-15.1855988514363,0,0.34494623541832
"9800","49843-98-3","Crizotinib","DB13978","DB08865","ACH-000750","skin",-30.9167910357271,0,0.330868303775787
"9801","TCS JNK 5a","Crizotinib","DB07217","DB08865","ACH-000348","skin",5.19772446801475,1,0.384910613298416
"9802","Midostaurin","Crizotinib","DB06595","DB08865","ACH-000304","skin",-4.16372806412863,0,0.319748044013977
"9803","SNS-314","Crizotinib","DB06134","DB08865","ACH-000219","skin",-5.73718011719912,0,0.374596863985062
"9804","su6656","Crizotinib","DB08039","DB08865","ACH-000614","skin",-21.3258313648359,0,0.517859995365143
"9805","Tipifarnib","Crizotinib","DB04960","DB08865","ACH-000008","skin",-1.89787837910244,0,0.531527400016785
"9806","SNS-032","Crizotinib","DB05969","DB08865","ACH-000425","skin",-16.8786272374386,0,0.484592646360397
"9807","Cediranib","Crizotinib","DB04849","DB08865","ACH-000008","skin",-39.9587466019717,0,0.136726289987564
"9808","GW0742","Crizotinib","DB05416","DB08865","ACH-000219","skin",-17.8947992519894,0,0.307566195726395
"9809","GW9662","Crizotinib","DB07863","DB08865","ACH-000615","skin",-15.1737741492454,0,0.247414261102676
"9810","Pioglitazone","Crizotinib","DB01132","DB08865","ACH-001190","skin",4.05981049623112,1,0.291657328605652
"9811","T0901317","Crizotinib","DB07080","DB08865","ACH-000788","skin",10.4489489120656,1,0.261670708656311
"9812","TCS 401","Crizotinib","DB03670","DB08865","ACH-000304","skin",-5.04669635166409,0,0.301224440336227
"9813","5-Aminolevulinic acid hydrochloride","Crizotinib","DB00855","DB08865","ACH-000376","brain",-16.5870889820175,0,0.26866602897644
"9814","Procarbazine hydrochloride","Crizotinib","DB01168","DB08865","ACH-000463","lung",2.87272849118249,1,0.341293126344681
"9815","NSC256439","Crizotinib","DB01177","DB08865","ACH-000900","lung",-13.7030751092188,0,0.104666322469711
"9816","dorsomorphin","Crizotinib","DB08597","DB08865","ACH-000219","skin",5.50676158217221,1,0.416017115116119
"9817","CHEMBL17639","Ruxolitinib","DB00242","DB08877","ACH-000900","lung",-3.08123059266387,0,0.11244659870863
"9818","Tamoxifen citrate","Ruxolitinib","DB00675","DB08877","ACH-000477","skin",-1.02414004191179,0,0.463026881217956
"9819","Azacytidine, 5-","Ruxolitinib","DB00928","DB08877","ACH-000504","brain",0.0591811561724546,1,0.179129168391228
"9820","Sunitinib","Ruxolitinib","DB01268","DB08877","ACH-000304","skin",-9.57800959329037,0,0.210674464702606
"9821","Vorinostat","Ruxolitinib","DB02546","DB08877","ACH-000615","skin",-14.2973001420493,0,0.176446422934532
"9822","Pralatrexate","Ruxolitinib","DB06813","DB08877","ACH-000971","large_intestine",-36.2432786081086,0,0.225085362792015
"9823","CYTARABINE HYDROCHLORIDE","Ruxolitinib","DB00987","DB08877","ACH-000504","brain",-9.03506907249975,0,0.0990843474864959
"9824","hydroxyurea","Ruxolitinib","DB01005","DB08877","ACH-000900","lung",1.26922347529861,1,0.284601032733917
"9825","7803-88-5","Ruxolitinib","DB01280","DB08877","ACH-000504","brain",-3.69209885451971,0,0.158438369631767
"9826","Nilotinib","Ruxolitinib","DB04868","DB08877","ACH-001190","skin",1.12680083555095,1,0.312913537025452
"9827","122111-05-1","Ruxolitinib","DB00441","DB08877","ACH-000348","skin",-7.7488266579232,0,0.193639367818832
"9828","raloxifene","Ruxolitinib","DB00481","DB08877","ACH-000811","ovary",0.032150183547004,1,0.456624269485474
"9829","celecoxib","Ruxolitinib","DB00482","DB08877","ACH-000900","lung",2.40397999642018,1,0.216543421149254
"9830","letrozole","Ruxolitinib","DB01006","DB08877","ACH-000232","brain",3.01461137220534,1,0.388144016265869
"9831","docetaxel","Ruxolitinib","DB01248","DB08877","ACH-000615","skin",-24.5233770818456,0,0.148137867450714
"9832","5-Fluoro-2'-deoxyuridine","Ruxolitinib","DB00322","DB08877","ACH-000477","skin",-2.60634896511314,0,0.148307174444199
"9833","ADM hydrochloride","Ruxolitinib","DB00445","DB08877","ACH-000463","lung",-22.2972329157237,0,0.136665418744087
"9834","Retinoic acid","Ruxolitinib","DB00523","DB08877","ACH-000504","brain",-5.04922941617983,0,0.336886286735535
"9835","Dasatinib","Ruxolitinib","DB01254","DB08877","ACH-000288","breast",6.73898132790582,1,0.33869007229805
"9836","Zoledronic acid","Ruxolitinib","DB00399","DB08877","ACH-000425","skin",-4.88600374431664,0,0.319801062345505
"9837","Romidepsin","Ruxolitinib","DB06176","DB08877","ACH-000811","ovary",-49.2168328542266,0,0.0614795126020908
"9838","Sorafenib","Ruxolitinib","DB00398","DB08877","ACH-001190","skin",-19.8608418389896,0,0.303227454423904
"9839","NSC733504","Ruxolitinib","DB01590","DB08877","ACH-000730","skin",-10.495384718984,0,0.217523142695427
"9840","Pazopanib hydrochloride","Ruxolitinib","DB06589","DB08877","ACH-000504","brain",-0.437754340249833,0,0.601574778556824
"9841","Crizotinib","Ruxolitinib","DB08865","DB08877","ACH-000348","skin",-16.4799736962671,0,0.37864825129509
"9842","Ruxolitinib","Ruxolitinib","DB08877","DB08877","ACH-000267","haematopoietic_and_lymphoid",1.60315042854143,1,0.720172524452209
"9843","vinorelbine","Ruxolitinib","DB00361","DB08877","ACH-001190","skin",-30.8084435741806,0,0.0758774429559707
"9844","dexamethasone","Ruxolitinib","DB00443","DB08877","ACH-000267","haematopoietic_and_lymphoid",9.41507130055514,1,0.560329377651215
"9845","cyclophosphamide","Ruxolitinib","DB00531","DB08877","ACH-000463","lung",1.56647677080124,1,0.314512997865677
"9846","5-Fluorouracil","Ruxolitinib","DB00544","DB08877","ACH-001190","skin",-12.0424141443271,0,0.267272382974625
"9847","methotrexate","Ruxolitinib","DB00563","DB08877","ACH-001190","skin",-22.8271941714229,0,0.0475659742951393
"9848","vinblastine","Ruxolitinib","DB00570","DB08877","ACH-000811","ovary",-30.7292910971127,0,0.155624881386757
"9849","etoposide","Ruxolitinib","DB00773","DB08877","ACH-001190","skin",-14.5266776306322,0,0.0529028996825218
"9850","paclitaxel","Ruxolitinib","DB01229","DB08877","ACH-000504","brain",-14.2378224579954,0,0.234848439693451
"9851","7-Ethyl-10-hydroxycamptothecin","Ruxolitinib","DB05482","DB08877","ACH-000900","lung",-16.2144949718789,0,0.0469313785433769
"9852","391210-10-9","Ruxolitinib","DB07101","DB08877","ACH-000425","skin",-18.7449123239076,0,0.328575372695923
"9853","Veliparib","Ruxolitinib","DB07232","DB08877","ACH-000304","skin",-12.557837578661,0,0.308260917663574
"9854","MK-1775","Ruxolitinib","DB11740","DB08877","ACH-000579","skin",7.70358624619368,1,0.515123069286346
"9855","MK-1775","Ruxolitinib","DB11740","DB08877","ACH-000572","skin",7.36832902057029,1,0.510687291622162
"9856","Lapatinib","Ruxolitinib","DB01259","DB08877","ACH-000288","breast",3.36808790379787,1,0.223275139927864
"9857","Erlotinib","Ruxolitinib","DB00530","DB08877","ACH-001190","skin",4.2017355400046,1,0.380539089441299
"9858","158798-73-3","Ruxolitinib","DB01101","DB08877","ACH-000811","ovary",-3.51316146377481,0,0.180826634168625
"9859","Bortezomib","Ruxolitinib","DB00188","DB08877","ACH-000754","haematopoietic_and_lymphoid",-24.9971779500153,0,0.198206499218941
"9860","Imatinib","Ruxolitinib","DB00619","DB08877","ACH-000900","lung",-2.49728381454829,0,0.236088126897812
"9861","topotecan","Ruxolitinib","DB01030","DB08877","ACH-000463","lung",-11.2706688196362,0,0.0489531047642231
"9862","Antibiotic AY 22989","Ruxolitinib","DB00877","DB08877","ACH-000267","haematopoietic_and_lymphoid",12.379064583939,1,0.710310518741608
"9863","5Z-7-Oxozeaenol","Ruxolitinib","DB07788","DB08877","ACH-000849","breast",-8.10546064970792,0,0.27409154176712
"9864","Navitoclax","Ruxolitinib","DB12340","DB08877","ACH-000425","skin",-23.3864223297606,0,0.362369388341904
"9865","Navitoclax","Ruxolitinib","DB12340","DB08877","ACH-000219","skin",-6.31470324301509,0,0.325368613004684
"9866","Navitoclax","Ruxolitinib","DB12340","DB08877","ACH-000450","skin",0.443606040325795,1,0.498572021722794
"9867","Navitoclax","Ruxolitinib","DB12340","DB08877","ACH-000915","skin",-6.39410200563061,0,0.117937110364437
"9868","Navitoclax","Ruxolitinib","DB12340","DB08877","ACH-000267","haematopoietic_and_lymphoid",8.24712416579437,1,0.71609753370285
"9869","Vismodegib","Ruxolitinib","DB08828","DB08877","ACH-001190","skin",-0.661560526326286,0,0.383251368999481
"9870","Vincristine sulfate","Ruxolitinib","DB00541","DB08877","ACH-000579","skin",-26.2099585601112,0,0.312701463699341
"9871","CHEMBL277800","Ruxolitinib","DB00631","DB08877","ACH-000463","lung",1.29110051379435,1,0.189456209540367
"9872","Gefitinib","Ruxolitinib","DB00317","DB08877","ACH-000046","kidney",-20.7560735380299,0,0.484319150447845
"9873","Fludarabine","Ruxolitinib","DB01073","DB08877","ACH-000615","skin",-43.6427744207082,0,0.112519286572933
"9874","841290-80-0","Ruxolitinib","DB07159","DB08877","ACH-000915","skin",-7.89095243450156,0,0.168374016880989
"9875","Selumetinib","Ruxolitinib","DB11689","DB08877","ACH-000219","skin",-40.533795126418,0,0.277919620275497
"9876","Selumetinib","Ruxolitinib","DB11689","DB08877","ACH-000579","skin",-26.0066680747229,0,0.345485925674438
"9877","Selumetinib","Ruxolitinib","DB11689","DB08877","ACH-000401","skin",-39.048145717382,0,0.234928086400032
"9878","lomustine","Ruxolitinib","DB01206","DB08877","ACH-000900","lung",-2.75264710766864,0,0.445953965187073
"9879","actinomycin D","Ruxolitinib","DB00970","DB08877","ACH-000811","ovary",6.10421245548258,1,0.626995265483856
"9880","teniposide","Ruxolitinib","DB00444","DB08877","ACH-000504","brain",-22.596552881985,0,0.146973133087158
"9881","EXEMESTANE","Ruxolitinib","DB00990","DB08877","ACH-000463","lung",-23.9171543372844,0,0.325770616531372
"9882","anastrozole","Ruxolitinib","DB01217","DB08877","ACH-001190","skin",0.10855445900962,1,0.34404781460762
"9883","Antibiotic AD 32","Ruxolitinib","DB00385","DB08877","ACH-000811","ovary",5.53070201185213,1,0.367782115936279
"9884","Dexrazoxane","Ruxolitinib","DB00380","DB08877","ACH-001190","skin",-6.53521498104667,0,0.373830914497375
"9885","mitoxantrone","Ruxolitinib","DB01204","DB08877","ACH-001190","skin",-44.0130594719036,0,0.11906436085701
"9886","Lenalidomide","Ruxolitinib","DB00480","DB08877","ACH-000615","skin",-3.71658897083656,0,0.3778156042099
"9887","Pemetrexed","Ruxolitinib","DB00642","DB08877","ACH-000504","brain",-16.3524362405758,0,0.190259143710136
"9888","MEGESTROL ACETATE","Ruxolitinib","DB00351","DB08877","ACH-000811","ovary",-3.67725722976295,0,0.284318625926971
"9889","23541-50-6","Ruxolitinib","DB00694","DB08877","ACH-000811","ovary",2.42971791810672,1,0.238180920481682
"9890","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000425","skin",-28.9967556585743,0,0.350259780883789
"9891","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000046","kidney",-18.6828465218141,0,0.425175845623016
"9892","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000817","haematopoietic_and_lymphoid",-8.09089035207928,0,0.319038808345795
"9893","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000367","lung",1.19939415259342,1,0.446834444999695
"9894","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000148","breast",-1.46733461002169,0,0.441433370113373
"9895","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000019","breast",-1.27765870732497,0,0.434921711683273
"9896","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000730","skin",-31.8232962963464,0,0.293566882610321
"9897","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000090","prostate",-2.5987561452338,0,0.432607352733612
"9898","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000428","kidney",-1.91047631762292,0,0.539166629314423
"9899","Vemurafenib","Ruxolitinib","DB08881","DB08877","ACH-000288","breast",-1.49413157454802,0,0.496473103761673
